R,,Name,Shots,ShotsOT,KeyPasses,PA%,AerialsWon,Touches,Rating,KeyEvents
1,,"Dimitrios Konstantopoulos 36, GK",0,0,0,56,0,40,5.78,
2,,"Dean Whitehead (45?)33, DR",0,0,0,90,0,43,5.95,
3,,"Ben Gibson 22, DC",0,0,0,81.1,1,82,6.15,
4,,"Daniel Ayala 24, DC",3,0,0,74.6,6,79,5.94,
5,,"George Friend 27, DL",0,0,1,72.7,0,66,6.94,
6,,"Adam Clayton 26, DMC",0,0,0,85.9,2,94,6.82,
7,,"Grant Leadbitter 29, DMC",0,0,4,89.7,1,86,7.24,
8,,"Albert Adomah 27, AMR",0,0,0,81.1,0,66,6.38,
9,,"Jelle Vossen (67?)26, AMC",3,0,0,70,1,21,6.09,
10,,"Lee Tomlin 26, AML",0,0,1,86.5,2,55,7.15,
11,,"Patrick Bamford 21, FW",1,1,0,64.3,3,21,6.1,
12,,"Emilio Nsue Lopez (45?)25, Sub",0,0,1,87.1,1,38,6.64,
13,,"Kike (67?)25, Sub",1,0,0,0,0,6,5.91,
14,,"Fernando Amorebieta 30, Sub",0,0,0,0,0,0,-,
15,,"Adam Forshaw 23, Sub",0,0,0,0,0,0,-,
16,,"Connor Ripley 22, Sub",0,0,0,0,0,0,-,
17,,"Jonathan Woodgate 35, Sub",0,0,0,0,0,0,-,
18,,"Adam Reach 22, Sub",0,0,0,0,0,0,-,
