17/08/2013,,90',Emmanuel Jorge Ledesma
21/08/2013,Rhys Williams,86',
23/11/2013,,43',Jason Steele
04/12/2013,,34',Curtis Main
15/02/2014,,57',Ben Gibson
01/03/2014,,86',Dean Whitehead
08/04/2014,Kenneth Omeruo,80',
08/04/2014,Ben Gibson,86',
12/04/2014,,90',Daniel Ayala
