R,,Name,KeyPasses,Passes,PA%,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating,KeyEvents
1,,"Dimitrios Konstantopoulos 35, GK",1,24,29.2,0,0,22,5,0,0,7.34,
2,,"Emilio Nsue Lopez 25, DR",1,66,86.4,1,1,9,3,0,0,7.03,
3,,"Daniel Ayala 23, DC",0,71,83.1,0,0,10,4,0,0,8.94,
4,,"Ben Gibson 21, DC",0,63,79.4,0,0,13,5,0,0,6.93,
5,,"George Friend (88?)27, DL",0,65,84.6,0,0,6,2,0,0,7.95,
6,,"Adam Reach 21, MR",1,55,78.2,1,0,9,4,0,0,7.81,
7,,"Grant Leadbitter 28, MC",4,116,91.4,3,2,9,6,0,0,7.83,
8,,"Adam Clayton 25, MC",1,104,94.2,0,0,12,9,0,0,7.6,
9,,"Yanic Wildschut 23, ML",3,37,75.7,3,2,0,0,0,0,8.49,
10,,"Kike (60?)24, FW",0,11,81.8,0,0,0,0,0,0,6.67,
11,,"Patrick Bamford (72?)21, FW",0,21,76.2,0,0,1,0,0,0,7.48,
12,,"Dean Whitehead 32, Sub",0,0,0,0,0,0,0,0,0,-,
13,,"Jelle Vossen (72?)25, Sub",0,7,85.7,0,0,2,2,0,0,6.29,
14,,"Ryan Fredericks 22, Sub",0,0,0,0,0,0,0,0,0,-,
15,,"James Husband (88?)20, Sub",0,3,100,0,0,0,0,0,0,6.04,
16,,"Tomás Mejías 25, Sub",0,0,0,0,0,0,0,0,0,-,
17,,"Lee Tomlin (60?)25, Sub",0,31,87.1,0,0,4,4,0,0,7.13,
18,,"Milos Veljkovic 19, Sub",0,0,0,0,0,0,0,0,0,-,
