R,,Name,KeyPasses,Passes,PA%,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating,KeyEvents
1,,"Dimitrios Konstantopoulos 36, GK",0,25,56,0,0,15,4,0,0,5.78,
2,,"Dean Whitehead (45?)33, DR",0,40,90,0,0,5,2,0,0,5.95,
3,,"Ben Gibson 22, DC",0,74,81.1,0,0,16,7,0,0,6.15,
4,,"Daniel Ayala 24, DC",0,67,74.6,0,0,14,3,1,1,5.94,
5,,"George Friend 27, DL",1,44,72.7,7,2,6,1,0,0,6.94,
6,,"Adam Clayton 26, DMC",0,85,85.9,0,0,13,7,0,0,6.82,
7,,"Grant Leadbitter 29, DMC",4,68,89.7,8,4,8,5,0,0,7.24,
8,,"Albert Adomah 27, AMR",0,37,81.1,9,0,0,0,0,0,6.38,
9,,"Jelle Vossen (67?)26, AMC",0,10,70,2,0,1,1,0,0,6.09,
10,,"Lee Tomlin 26, AML",1,37,86.5,0,0,2,2,0,0,7.15,
11,,"Patrick Bamford 21, FW",0,14,64.3,0,0,0,0,0,0,6.1,
12,,"Emilio Nsue Lopez (45?)25, Sub",1,31,87.1,0,0,4,3,0,0,6.64,
13,,"Kike (67?)25, Sub",0,2,0,0,0,0,0,0,0,5.91,
14,,"Fernando Amorebieta 30, Sub",0,0,0,0,0,0,0,0,0,-,
15,,"Adam Forshaw 23, Sub",0,0,0,0,0,0,0,0,0,-,
16,,"Connor Ripley 22, Sub",0,0,0,0,0,0,0,0,0,-,
17,,"Jonathan Woodgate 35, Sub",0,0,0,0,0,0,0,0,0,-,
18,,"Adam Reach 22, Sub",0,0,0,0,0,0,0,0,0,-,
