Clean Sheets,
Swansea City,24
Newcastle,22
Nottm Forest,19
Leicester City,17
Blackpool,16
Sheffield Utd,16
Derby County,16
WBA,15
Cardiff City,14
Doncaster,14
Middlesbrough,13
Bristol City,12
Ipswich Town,12
Barnsley,11
Watford,11
Reading,11
Crystal Palace,10
Coventry City,10
Preston,10
Sheffield Wed,8
QPR,7
Scunthorpe,7
Peterborough,5
Plymouth,5
