Cardiff City,18
Brighton,17
Hull City,16
Ipswich Town,15
Leicester City,14
Millwall,12
Burnley,12
Nottm Forest,12
Crystal Palace,11
Huddersfield,11
Barnsley,11
Watford,11
Sheffield Wed,11
Middlesbrough,11
Blackpool,10
Leeds United,10
Birmingham,10
Charlton,10
Blackburn,10
Bolton,9
Wolves,9
Peterborough,8
Derby County,8
Bristol City,6
