event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,1502efe7-7eb8-42bc-bf16-3137cf49bd3d,285,1,00:04:55.886,4,55,9,Atlético Madrid,From Corner,,Atlético Madrid,Diego da Silva Costa,Right Center Forward,0.964,True,0.033930942,61551dd8-2b57-4a18-be3b-f80a8ec0fa3b,Right Foot,Open Play,Saved,Half Volley,,,,,,,100.1,36.0,117.8,42.2,0.8
shot,eecba998-77ed-42f7-abf1-3a33ccb25e9b,904,1,00:17:10.443,17,10,32,Barcelona,From Free Kick,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Left Center Forward,0.933891,,0.053033993,f7400bc1-d6db-481d-a634-f8522e8b8fe8,Right Foot,Open Play,Saved,Normal,,,,,,,102.8,26.5,118.5,35.8,0.2
shot,05c55e34-bc1e-4846-acdd-8a9e055eb720,1359,1,00:27:23.052,27,23,53,Atlético Madrid,From Corner,,Atlético Madrid,João Miranda de Souza Filho,Right Center Back,0.9464,True,0.05739894,6bf37d48-0213-4fc0-aaf0-5cd792f2fba9,Head,Open Play,Wayward,Normal,,,,,,,117.3,48.7,118.0,35.9,
shot,14de260a-0f9d-4f7e-aeb4-53e63fe6270d,1361,1,00:27:24.205,27,24,53,Atlético Madrid,From Corner,,Atlético Madrid,Diego da Silva Costa,Right Center Forward,0.4735,,0.16399969,,Left Foot,Open Play,Off T,Half Volley,,,True,,,,117.4,34.7,120.0,35.1,0.6
shot,7b9d63c1-8027-4b78-858f-fb534395894f,1513,1,00:32:17.212,32,17,61,Barcelona,From Corner,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Left Center Forward,0.891,True,0.17687537,9fb969b9-015b-4f1b-9b83-cef58b2ebd72,Head,Open Play,Off T,Normal,,,,,,,113.0,38.5,120.0,40.9,4.7
shot,bf57e4e1-b028-41db-90af-0c53e78aec38,1577,1,00:34:13.951,34,13,64,Barcelona,From Throw In,,Barcelona,Gerard Piqué Bernabéu,Right Center Back,1.3895,,0.01310841,de638b5c-dcaf-4139-a73d-98d49d1e54c6,Right Foot,Open Play,Saved,Normal,,,,,,,84.7,51.6,117.0,42.9,0.5
shot,cb32c7b7-4d48-45bb-980c-80b33c4f3df7,1813,1,00:39:31.176,39,31,74,Barcelona,From Goal Kick,,Barcelona,Xavier Hernández Creus,Right Center Midfield,0.228232,,0.047601707,6c43b8ca-cbd9-466e-b962-f26de719b0ac,Right Foot,Open Play,Wayward,Volley,True,,,,,,104.3,41.4,117.3,44.0,
shot,665a9150-3d04-40ea-917d-d450ac8b3db2,2410,2,00:06:35.030,51,35,104,Atlético Madrid,From Corner,,Atlético Madrid,Gabriel Fernández Arenas,Left Center Midfield,0.7019,,0.10019095,025a2a68-1d42-4dac-b384-fc9a7f85c9f3,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,112.2,52.7,116.5,43.0,
shot,e6d9a2d1-67bc-452e-bc8e-978a8d0deef5,2658,2,00:13:44.133,58,44,120,Atlético Madrid,From Counter,,Atlético Madrid,Diego da Silva Costa,Right Center Forward,1.0833,True,0.13065791,8805edda-f570-4a21-857c-1ec08def5677,Left Foot,Open Play,Off T,Normal,True,,,,,,99.6,33.5,120.0,45.4,0.2
shot,55469431-ad69-4bd5-b97f-aabe5d8609c1,3006,2,00:23:00.782,68,0,135,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Attacking Midfield,1.039903,,0.07656663,32737d18-beb7-400f-82b8-2b6c804c2f34,Head,Open Play,Off T,Normal,,,,,,,109.3,39.7,120.0,49.2,0.5
shot,79bce4b0-d72b-45ea-844c-f1996c662401,3250,2,00:29:29.681,74,29,149,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.3444,,0.05884687,,Left Foot,Free Kick,Blocked,Normal,,,,,,,92.0,37.1,99.3,35.7,
