event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,fadb0213-6484-4565-aef1-79f2307268b1,283,1,00:05:17.596,5,17,14,Barcelona,Regular Play,,Barcelona,Seydou Kéita,Right Center Midfield,0.1228,,0.028008597,,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,97.8,34.9,100.9,35.2,
shot,584fc412-4718-4651-8c86-51bdff5a5782,441,1,00:09:49.701,9,49,21,Barcelona,From Goal Kick,,Barcelona,Seydou Kéita,Right Center Midfield,0.192875,,0.23412001,,Left Foot,Open Play,Saved,Volley,,,,,,,109.6,38.0,118.8,39.9,1.6
shot,f4ff25e5-9672-4301-8515-a2febbf9ce77,711,1,00:15:41.998,15,41,30,Barcelona,Regular Play,,Barcelona,Xavier Hernández Creus,Left Center Midfield,0.950214,,0.079664536,1923d677-e05e-4960-be4d-9352eb8f7924,Head,Open Play,Off T,Normal,,,,,,,108.3,39.5,120.0,33.4,1.1
shot,6e257312-f967-4530-a037-8b322d3e1944,1023,1,00:25:39.156,25,39,49,Barcelona,From Throw In,,Barcelona,Daniel Alves da Silva,Right Back,1.079118,,0.045563918,d894676b-4a58-41b2-8f78-b9760c0a165f,Right Foot,Open Play,Off T,Normal,True,,,,,,102.1,53.2,120.0,33.4,0.2
shot,86f48e3a-9966-4db4-a4ce-ab0f62af721d,1082,1,00:28:33.660,28,33,56,Barcelona,From Free Kick,,Barcelona,Rafael Márquez Álvarez,Right Center Back,0.309089,,0.035300046,,Right Foot,Free Kick,Blocked,Normal,,,,,,,100.5,21.8,108.6,27.3,
shot,bf5a73f2-c6fc-4e3d-8c84-6e560eaca34a,1200,1,00:31:52.919,31,52,66,Almería,Regular Play,,Almería,Albert Crusat Domene,Left Midfield,1.7549,,0.30078444,96e7e2f2-d5d9-4cf9-a57c-edd73abadc43,Right Foot,Open Play,Off T,Lob,,,,True,,,96.9,44.7,120.0,44.6,4.5
shot,314b4d2b-7fe8-4967-81b5-9e01c462df6a,1276,1,00:34:04.798,34,4,70,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.1548,,0.08326895,0026542a-afae-4d55-9219-9f7a640b2306,Left Foot,Open Play,Blocked,Normal,,,,,,,111.7,29.3,112.2,30.2,
shot,c57a5620-a3bc-410d-b4b7-7bd3f41ec0e1,1405,1,00:37:23.891,37,23,76,Barcelona,From Free Kick,,Barcelona,Seydou Kéita,Right Center Midfield,0.093836,,0.05448731,2772a569-30bf-4179-8c24-d77bdf60ddeb,Head,Open Play,Blocked,Diving Header,,,,,,,107.3,39.2,108.5,39.2,
shot,0a8fa6de-4243-465c-96e4-838bcac276da,1574,1,00:41:19.016,41,19,89,Barcelona,Regular Play,,Barcelona,Andrés Iniesta Luján,Left Wing,0.1065,,0.042181343,654c6488-3bc0-43ef-8259-ce55eeb55639,Right Foot,Open Play,Saved,Normal,,,,,,True,107.5,55.5,116.5,44.1,1.5
shot,d27c6e4a-7271-4a45-9794-482a84e70c01,1635,1,00:43:22.063,43,22,91,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.003619,,0.031210242,,Left Foot,Free Kick,Saved,Normal,,,,,,,95.3,56.1,118.1,39.5,1.4
shot,529e5bdd-d3d0-4b48-a73f-6e21f6d62e09,1649,1,00:43:59.068,43,59,92,Barcelona,From Corner,,Barcelona,Gerard Piqué Bernabéu,Left Center Back,0.521575,,0.08724106,9de8b495-f12b-4efe-a8cb-0773816e1941,Head,Open Play,Saved,Normal,,,,,,,111.9,39.4,119.4,39.9,2.0
shot,e925914b-287f-4f5d-9bdb-e2f2cca2b406,1961,2,00:04:45.844,49,45,105,Almería,Regular Play,,Almería,Kalu Uche,Left Center Forward,0.81,,0.028441686,1fa831b9-1728-479e-a897-211640050f4a,Right Foot,Open Play,Saved,Normal,,,,,,,105.2,20.4,116.7,38.4,0.1
shot,e1dc2d68-60c9-4d5a-8fb1-929fa267184c,1985,2,00:05:22.065,50,22,113,Barcelona,Regular Play,,Barcelona,Andrés Iniesta Luján,Left Wing,0.995893,,0.013185226,22b87ec1-19de-4419-b536-d0643d6b8a7b,Right Foot,Open Play,Saved,Normal,,,,,,,100.0,19.2,118.6,37.5,0.5
shot,d470e962-696a-4899-be6e-335a8a58fcbc,2051,2,00:07:10.044,52,10,123,Barcelona,From Keeper,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.731603,,0.36633158,4a59a05f-f489-4b87-99e5-1bb475d8ac43,Left Foot,Open Play,Post,Normal,,,,,,,107.4,42.7,120.0,36.0,0.2
shot,f3518759-3eaf-4d47-9bb0-7b5f4f8a948e,2055,2,00:07:12.427,52,12,123,Barcelona,From Keeper,,Barcelona,Bojan Krkíc Pérez,Center Forward,1.164571,,0.30883846,,Right Foot,Open Play,Goal,Normal,,,,,,,110.2,33.9,120.0,36.8,0.2
shot,02d28a59-b920-45b6-b631-65e3869d6db0,2192,2,00:10:12.769,55,12,125,Barcelona,Regular Play,,Barcelona,Bojan Krkíc Pérez,Center Forward,0.0124,,0.0642927,0a2aa68e-bda1-43ab-bd77-d442e1c0c59a,Right Foot,Open Play,Goal,Normal,,,,,,True,108.4,39.8,120.0,37.4,1.8
shot,c9e2c9eb-9cfc-48a3-9cf4-a16c381e38eb,2815,2,00:23:28.776,68,28,144,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,2.11002,,0.017865757,a1619de3-45f1-46e6-ac3b-12f7684810d9,Right Foot,Open Play,Off T,Normal,,,,,,,101.6,20.6,120.0,48.6,0.9
shot,2f567212-1145-4c3b-8a3e-5c4f76373bd2,2863,2,00:24:27.262,69,27,146,Barcelona,Regular Play,,Barcelona,Andrés Iniesta Luján,Left Wing,1.380876,,0.030346518,c4912832-c10b-45cf-aef0-5f16f1bbae73,Right Foot,Open Play,Off T,Normal,,,,,,,99.1,21.9,120.0,42.6,5.3
shot,861e51ec-c6a7-43f8-ae9a-ee1ee36ecd6a,3070,2,00:29:36.413,74,36,158,Barcelona,From Free Kick,,Barcelona,Daniel Alves da Silva,Right Back,0.250544,,0.023206402,,Right Foot,Free Kick,Blocked,Normal,,,,,,,84.8,38.9,95.8,39.3,
