event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,311c4067-de1b-40bd-8dc8-c9da83a2b550,136,1,00:02:10.930,2,10,5,Barcelona,From Goal Kick,,Barcelona,Rafael Alcântara do Nascimento,Right Wing Back,1.288474,,0.019496765,1a524d1d-f96c-4985-817b-04768e5ea19a,Left Foot,Open Play,Off T,Normal,,,,,,,105.0,58.9,120.0,33.6,2.5
shot,5760acaa-5949-4820-a4db-3948a6426723,412,1,00:08:02.915,8,2,16,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.8878,,0.23727575,ac467190-f36a-4b98-9190-65b54b01a00b,Head,Open Play,Goal,Lob,,,,True,,,104.3,37.1,119.9,39.4,0.4
shot,680bd10b-7bc5-493d-86fb-ba4d81b42198,470,1,00:10:02.238,10,2,19,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.5007,,0.13101104,32278eea-6782-4333-b82c-4994f628d6bd,Left Foot,Open Play,Goal,Normal,,,,True,,True,118.1,29.4,120.0,41.1,0.3
shot,c8363bda-5800-4bf6-bc79-f780e403a61a,535,1,00:12:06.271,12,6,23,Barcelona,Regular Play,,Barcelona,Neymar da Silva Santos Junior,Left Wing,0.1676,True,0.045572616,5557a1bb-ad13-4200-89df-ffc2c7aa091e,Right Foot,Open Play,Blocked,Normal,,,,,,,104.9,29.7,106.4,31.0,
shot,02f237e6-1a9c-44a2-bbcb-bd1c5b061d32,683,1,00:14:44.564,14,44,28,Sporting Gijón,From Corner,,Sporting Gijón,Ignacio Cases Mora,Right Center Midfield,0.1865,,0.018974815,eec7a8e3-55d6-43ac-ae64-1d2d80f67017,Left Foot,Open Play,Blocked,Normal,True,,,,,,102.2,28.5,103.1,29.0,
shot,4b1ce96c-946b-429b-9a2a-c2e6d3292fee,946,1,00:20:09.733,20,9,34,Barcelona,From Free Kick,,Barcelona,Rafael Alcântara do Nascimento,Right Wing Back,3.865731,,0.22007956,42e9a7ad-535f-470d-86be-cd2717ce5c40,Right Foot,Open Play,Wayward,Half Volley,,,,True,,,116.1,49.2,115.3,0.1,
shot,8db68e12-bfc5-451b-83a8-1f5a541cb994,963,1,00:20:53.310,20,53,35,Sporting Gijón,From Throw In,,Sporting Gijón,Sergio Álvarez Díaz,Left Center Midfield,1.4572,,0.22462909,102283e3-bd3e-47ce-8d1f-6be3b040e100,Right Foot,Open Play,Post,Normal,True,,,,,,110.6,28.6,120.0,44.2,0.0
shot,2cba2c49-eac2-42fa-a847-8d106f11ce06,966,1,00:20:55.320,20,55,35,Sporting Gijón,From Throw In,,Sporting Gijón,Carlos Castro García,Center Forward,0.194749,,0.9194525,,Right Foot,Open Play,Goal,Normal,True,,,,True,,119.1,39.6,120.0,40.1,0.9
shot,54019e55-6cc6-4f1e-85f4-0c2421a00517,1061,1,00:25:02.840,25,2,41,Barcelona,From Corner,,Barcelona,Ivan Rakitić,Right Center Midfield,0.287,,0.08387444,519e2c0e-2747-4422-a9c2-efac5b943837,Head,Open Play,Blocked,Normal,,,,,,,111.1,37.3,112.8,38.1,
shot,8db98be5-2abd-4531-a36a-bd1a883f37fb,1101,1,00:26:05.692,26,5,43,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.2077,,0.023668246,b0f4b068-7ac3-4a2c-8c81-2098cd6c3619,Left Foot,Open Play,Blocked,Normal,,,,,,,100.0,53.7,101.9,52.1,
shot,85a7c87c-5d6b-4c72-bf88-258b148f136c,1114,1,00:26:17.066,26,17,43,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.6433,,0.10997672,,Right Foot,Open Play,Goal,Volley,True,,,,,,105.8,32.5,120.0,36.2,2.1
shot,0810853d-6741-4688-ad94-dfbb882b2ffe,1380,1,00:34:23.306,34,23,58,Barcelona,From Corner,,Barcelona,Rafael Alcântara do Nascimento,Right Wing Back,0.7703,,0.035356373,61fbc51a-f89f-4a33-b8f2-30d52e1d44ae,Left Foot,Open Play,Wayward,Volley,True,,,,,,107.3,52.2,114.0,40.5,
shot,0dac3970-9f83-4838-9ca2-c22c8360040a,1501,1,00:37:48.227,37,48,65,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.937794,,0.02624011,9670f5b1-88ab-439d-9f9d-d634d044be81,Right Foot,Open Play,Saved,Normal,True,,,,,,95.7,49.7,119.5,42.6,0.2
shot,bffc1457-1810-4b72-a783-166ca5f94f9b,1656,1,00:41:43.778,41,43,84,Sporting Gijón,From Counter,,Sporting Gijón,Jorge Franco Alviz,Left Midfield,0.8106,True,0.11092606,28862c2d-ace7-498f-ac4b-e22bdba853c5,Left Foot,Open Play,Saved,Normal,,,,,,,107.1,27.1,116.8,39.4,1.3
shot,88fe706d-1a28-49d1-b936-0f013072337b,1665,1,00:42:25.699,42,25,86,Barcelona,From Counter,,Barcelona,Neymar da Silva Santos Junior,Left Wing,0.1222,,0.2552533,,Right Foot,Open Play,Saved,Normal,,,,True,,,115.5,32.0,117.6,36.6,0.2
shot,140248e2-c433-4ad6-8925-ef97fcecd7d2,1935,2,00:04:00.101,49,0,97,Barcelona,Regular Play,,Barcelona,Francisco Alcácer García,Center Forward,0.604,,0.4663571,437b1859-61e8-4a0a-bb26-ea03249e82ee,Left Foot,Open Play,Goal,Normal,,,,,,,106.9,41.5,120.0,43.3,1.3
shot,2f1ff90c-5d67-4023-a09b-bcaad98b3e39,1986,2,00:05:45.857,50,45,99,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.153,,0.07468393,381295af-d1f4-46f7-8a0d-c8d4a2c0197c,Left Foot,Open Play,Blocked,Normal,True,,,,,,101.6,33.9,103.9,34.3,
shot,9fdb3718-204c-4d48-bb24-5a7d1713c082,2073,2,00:07:09.479,52,9,101,Barcelona,From Free Kick,,Barcelona,Neymar da Silva Santos Junior,Left Wing,0.737795,,0.013668376,,Left Foot,Open Play,Off T,Half Volley,True,,,,,,110.4,19.4,120.0,33.2,4.2
shot,fc03d76a-aec1-494e-b135-4e84c401e63f,2227,2,00:11:44.499,56,44,111,Sporting Gijón,From Corner,,Sporting Gijón,Jean-Sylvain Claude Babin,Left Center Back,1.458993,True,0.056960635,90495fe8-bb11-4158-8daf-655048b39954,Head,Open Play,Off T,Normal,,,,,,,110.9,44.1,120.0,45.4,5.4
