event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,06644ba5-d0b1-45b6-8cc0-a25feb8a4acd,74,1,00:01:42.881,1,42,7,Real Betis,From Counter,,Real Betis,Dorlan Mauricio Pabón Ríos,Right Wing,0.810843,,0.2601706,f2eeedcd-f146-42a5-b5f5-08ec609877e5,Right Foot,Open Play,Goal,Normal,,,,,,,111.0,51.4,120.0,37.1,0.0
shot,4adb2ec9-9278-4bf1-b13a-678bd5295fad,234,1,00:04:57.872,4,57,12,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Center Forward,0.0316,,0.046507716,a48b453d-fb8f-4d1a-b40a-5cc2abd15f8a,Left Foot,Open Play,Blocked,Normal,True,,,,,,113.5,30.8,114.1,31.7,
shot,4179e1ea-1c42-4047-a4ef-2f26040e9ca9,366,1,00:08:31.827,8,31,20,Barcelona,From Throw In,,Barcelona,Alexis Alejandro Sánchez Sánchez,Right Wing,0.782968,,0.4653962,f907e9ed-7e6c-4de5-a5e7-3dd5c90a0eeb,Head,Open Play,Goal,Diving Header,,,,,,,114.3,42.2,120.0,43.0,0.6
shot,97e809fe-4bd4-4cec-b6c4-3b83b445dd0c,614,1,00:14:51.483,14,51,36,Real Betis,Regular Play,,Real Betis,Jorge Molina Vidal,Center Forward,0.686931,True,0.10257083,f1f02374-c6a6-49f9-b348-84de573f661d,Head,Open Play,Off T,Normal,,,,,,,112.6,43.2,120.0,45.1,0.9
shot,66a06e3d-1d58-4c70-a874-388aace61270,943,1,00:21:23.649,21,23,50,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Center Forward,0.66179,,0.22696795,a481ef25-1616-46fa-b91a-64558392899e,Right Foot,Open Play,Saved,Normal,True,,,,,,102.9,36.5,117.2,40.2,0.1
shot,2b2a8657-2382-4f60-b3ba-a3d537bf4c77,969,1,00:22:03.306,22,3,52,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Center Forward,0.676429,,0.3354093,f51a2f68-394a-4cd6-bb2a-c2fc38bc2d96,Right Foot,Open Play,Off T,Volley,True,,,,,,111.2,36.6,120.0,40.5,4.5
shot,00d06fbf-4186-4fd7-9130-87546b7a1c22,1010,1,00:23:42.604,23,42,56,Real Betis,From Free Kick,,Real Betis,Rubén Salvador Pérez Del Mármol,Right Defensive Midfield,2.153789,,0.01074743,,Right Foot,Open Play,Saved Off Target,Volley,True,,,,,,91.0,50.4,119.5,33.6,0.6
shot,6e5c43cb-d677-401d-9d01-14697aa9eae2,1063,1,00:24:48.222,24,48,57,Barcelona,Regular Play,,Barcelona,Xavier Hernández Creus,Right Center Midfield,1.011121,,0.01315889,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,97.7,23.3,118.0,36.8,0.6
shot,96ffaa24-26cc-4aef-9c41-da8f3c889465,1120,1,00:26:21.251,26,21,61,Real Betis,From Throw In,,Real Betis,Salvador Sevilla López,Center Attacking Midfield,0.6092,,0.16210252,548ac859-4d94-46c8-8567-46478368d1de,Right Foot,Open Play,Saved,Half Volley,True,,,,,,108.2,38.8,119.1,39.1,1.6
shot,69c3925a-6151-43de-a097-6e44bcad6db1,1202,1,00:28:10.302,28,10,66,Barcelona,From Free Kick,,Barcelona,David Villa Sánchez,Center Forward,0.6466,,0.026965838,bc6a3550-b72f-4c9a-bab9-9a27f4ad23b7,Left Foot,Open Play,Saved,Normal,,,,True,,,113.8,22.5,118.8,35.9,0.0
shot,16c7dd17-a783-4263-8513-4d4cf6a1c3a2,1261,1,00:29:33.128,29,33,69,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Center Forward,0.928217,,0.3691653,e913a3a2-98b9-40ee-8dc7-37c226d49416,Right Foot,Open Play,Saved,Normal,True,,,,,,113.6,35.7,117.9,37.3,0.3
