event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,abd3de4e-bad2-4352-95ad-dbb296bcd42d,60,1,00:00:55.391,0,55,5,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,1.5906,,0.020994082,cc5734ce-06fe-4a66-a0d4-85356ed8cca5,Right Foot,Open Play,Off T,Normal,,,,,,,88.6,66.6,120.0,51.1,6.0
shot,3374c806-4939-4f68-b28e-bae85a1c442e,190,1,00:04:23.923,4,23,14,Barcelona,From Throw In,,Barcelona,Xavier Hernández Creus,Right Center Midfield,0.62193,,0.26418322,d9afee8a-e7da-4263-913a-fcab98513f4a,Right Foot,Open Play,Saved,Half Volley,True,,,,,,109.5,35.6,114.5,38.0,1.4
shot,6909169e-4944-41a9-ad35-87f4d440339e,271,1,00:06:41.269,6,41,19,Málaga,From Free Kick,,Málaga,Edgar Patricio De Carvalho Pacheco,Right Midfield,1.991992,,0.05267047,,Left Foot,Open Play,Off T,Half Volley,True,,,,,,100.0,48.1,120.0,47.6,5.3
shot,5a45ae40-a27d-4f83-83c0-eb55d97ef4e4,332,1,00:07:49.730,7,49,22,Barcelona,From Counter,,Barcelona,Ludovic Giuly,Right Wing,0.4752,,0.035706796,142e9f71-c035-4500-8e2f-78ebe911561d,Right Foot,Open Play,Saved,Normal,,,,True,,,110.0,56.4,117.7,42.9,0.3
shot,7ea27947-c86d-4e2e-8a90-1a732237f10e,492,1,00:11:56.153,11,56,31,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.8012,,0.122940384,4fff249f-7a28-40a0-97e4-0d31320f28e7,Right Foot,Open Play,Saved,Normal,,,,,,,103.5,32.7,117.2,36.9,0.3
shot,74db878c-f380-40b4-816b-67bafb2dc1fd,591,1,00:15:04.823,15,4,39,Barcelona,From Throw In,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.8551,,0.01858682,,Right Foot,Open Play,Saved,Normal,,,,,,,100.2,59.2,118.5,42.8,1.5
shot,19c0f11d-c24f-453d-ad02-279d56c07d83,865,1,00:22:01.285,22,1,50,Barcelona,From Free Kick,,Barcelona,Mark van Bommel,Left Center Midfield,1.268454,,0.010324112,12b25de9-a058-40d3-87d8-f5c1e9b4465e,Right Foot,Open Play,Off T,Normal,,,,,,,83.6,42.9,120.0,45.6,1.6
shot,c805370c-fa4d-4b15-9f4f-56d28b684330,907,1,00:23:44.713,23,44,53,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.2105,,0.34609005,f651b0cf-2f2c-4874-ad06-c94945158f1c,Right Foot,Open Play,Saved,Half Volley,True,,,,,,113.2,46.3,115.0,44.7,0.9
shot,d5272b5c-6b24-4962-9dd5-52a73baabe25,1081,1,00:29:01.514,29,1,65,Málaga,Regular Play,,Barcelona,Ludovic Giuly,Right Wing,1.70617,,0.17601691,,Left Foot,Open Play,Off T,Normal,True,,,,,,105.3,45.5,120.0,24.1,0.3
shot,7eb725e5-e151-4fa3-9a50-886675bf8263,1134,1,00:30:17.415,30,17,70,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.4426,,0.03003108,18f3b77a-e29d-4b57-8d9c-38d985463591,Right Foot,Open Play,Blocked,Normal,,,,,,,102.5,55.7,108.2,49.7,
shot,04c34682-591e-4769-bb5b-247b774d792f,1140,1,00:30:38.576,30,38,71,Barcelona,From Corner,,Barcelona,Rafael Márquez Álvarez,Left Center Back,0.7618,True,0.010654471,51dbafe7-5445-4826-bf16-b7657618a25a,Head,Open Play,Saved,Normal,,,,,,,108.3,37.1,117.7,40.5,1.3
shot,7266b87e-b21b-45d4-a97a-ed5206231a4b,1161,1,00:31:13.233,31,13,73,Barcelona,From Keeper,,Barcelona,Mark van Bommel,Left Center Midfield,0.15,,0.045275986,efc2cc2a-d1a0-49aa-801f-cb9f91677537,Right Foot,Open Play,Blocked,Normal,,,,,,,92.2,31.5,93.9,32.2,
shot,a4d6a058-2308-461f-aeae-db6794ec01fe,1259,1,00:34:14.539,34,14,79,Barcelona,From Free Kick,,Barcelona,Ronaldo de Assis Moreira,Left Wing,0.1385,,0.05449146,f205ef75-a5ce-4769-9f27-6b2122df913f,Right Foot,Open Play,Blocked,Normal,,,,,,,115.7,51.5,116.3,50.4,
shot,5d85f60b-f4e5-4eb5-8479-7134c5317be3,1275,1,00:35:37.277,35,37,81,Barcelona,From Free Kick,,Barcelona,Ronaldo de Assis Moreira,Left Wing,1.1572,,0.022288548,,Right Foot,Free Kick,Saved,Normal,,,,,,,87.9,49.5,119.0,37.9,1.1
shot,6637ace4-0e29-4cc2-bf5f-9af94e622ba5,1340,1,00:37:29.021,37,29,87,Málaga,From Free Kick,,Málaga,Salvador Ballesta Vialcho,Right Center Forward,0.916521,,0.013162055,,Right Foot,Open Play,Wayward,Half Volley,,,,,,,97.5,51.7,114.0,41.1,
shot,483b3e9a-22c2-435f-b95e-21a75a4fd11e,1396,1,00:38:42.398,38,42,89,Barcelona,From Free Kick,,Barcelona,Ludovic Giuly,Right Wing,0.260469,,0.05094782,,Left Foot,Open Play,Blocked,Volley,True,,,,,,108.5,54.6,109.5,53.3,
shot,bcc25719-e926-4cc9-a372-ac62d9afcdb3,1412,1,00:39:11.283,39,11,90,Barcelona,From Corner,,Barcelona,Sylvio Mendes Campos Junior,Left Back,0.506,,0.02204652,,Left Foot,Open Play,Blocked,Normal,,,,,,,100.9,26.7,114.5,36.6,
