event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,c74d00b1-007e-457a-944d-a2bd71f5de5a,100,1,00:02:18.257,2,18,7,Getafe,From Corner,,Getafe,Derek Owusu Boateng,Center Defensive Midfield,1.210397,True,0.03156226,7e479339-832a-45c1-8107-3ffe8336ec19,Head,Open Play,Off T,Normal,,,,,,,108.5,43.7,120.0,43.5,5.1
shot,5db15c2c-a8b1-4a9d-be31-0d3caf8b7030,186,1,00:04:14.567,4,14,12,Barcelona,From Throw In,,Barcelona,David Villa Sánchez,Left Wing,0.573435,,0.45425957,374ecbb2-8713-4f29-ba49-e679793574fc,Left Foot,Open Play,Off T,Normal,,,,True,,,104.7,40.6,120.0,37.2,3.5
shot,f31ae8cd-dcdd-4496-9162-55571d407c4d,277,1,00:06:46.968,6,46,18,Barcelona,From Throw In,,Barcelona,David Villa Sánchez,Left Wing,1.02986,,0.0119084995,d492cfb9-4805-4009-a7b7-666e113e22ea,Right Foot,Open Play,Off T,Normal,,,,,,,92.2,24.1,120.0,34.8,0.2
shot,64a39f0b-4a68-4103-b858-ba05ca42597a,1053,1,00:21:10.312,21,10,48,Barcelona,Regular Play,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.89152,,0.0395213,21914794-7cbb-4dd9-9b0d-3cf980656885,Left Foot,Open Play,Saved,Normal,,,,,,,102.8,54.3,118.6,42.8,0.0
shot,b258bb22-6e78-4341-a797-d516b4417774,1119,1,00:22:29.128,22,29,50,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.62736,,0.3900877,e73689b6-f4b8-449b-9263-d78792e8466b,Left Foot,Open Play,Goal,Normal,True,,,,,,114.0,47.9,120.0,43.6,0.0
shot,373562de-5ae5-45e0-8a84-9ac2323f4bb7,1243,1,00:25:54.769,25,54,56,Getafe,From Free Kick,,Getafe,Francisco Javier Casquero Paredes,Left Center Midfield,1.330786,,0.07857334,dd020efc-041b-45e5-80a3-cea74c55ca1b,Right Foot,Open Play,Off T,Normal,True,,,,,,95.9,36.3,120.0,43.4,5.3
shot,752e0c6e-30d3-4b1f-b888-abc4ffed9920,1383,1,00:29:23.038,29,23,61,Barcelona,From Goal Kick,,Barcelona,David Villa Sánchez,Left Wing,0.2048,,0.39325556,75f496a5-0f5e-4333-b085-c8469529f59c,Right Foot,Open Play,Saved,Normal,True,,,,,,114.4,50.2,117.8,43.6,0.2
shot,47abee62-56df-41ae-8b45-5b0e5c9d9797,1610,1,00:33:58.064,33,58,71,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Left Wing,0.715417,,0.26948056,47dcc5e4-8c58-4027-8e65-d051339bd22a,Right Foot,Open Play,Goal,Normal,,,,,,,107.8,47.6,120.0,42.6,0.2
shot,0a585c95-4e79-4874-8483-b7f37e481dc1,1785,1,00:37:46.930,37,46,76,Barcelona,Regular Play,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,3.415031,,0.030840253,,Right Foot,Open Play,Wayward,Normal,True,,,,,,101.0,59.2,120.0,8.4,
shot,8013a1a8-2f2f-4be5-a429-aa055f357f08,2078,1,00:43:59.687,43,59,87,Barcelona,From Goal Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,1.376239,True,0.23417386,3dd3982d-9a5b-4347-b449-9a1e653b7c8d,Left Foot,Open Play,Off T,Normal,,,,,,,114.5,50.7,120.0,33.0,2.0
