event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,d8a83566-9f95-4e82-8128-621de113b440,72,1,00:01:00.987,1,0,3,Espanyol,From Throw In,,Espanyol,Pablo Daniel Osvaldo,Center Forward,0.8614,,0.022095539,a7fdc735-7f97-4a2c-afb0-a0cc842b4094,Right Foot,Open Play,Saved,Normal,,,,,,,111.4,62.0,118.6,43.7,0.3
shot,0c758205-7013-4f4d-8aba-bcd95704c78f,172,1,00:03:33.621,3,33,12,Barcelona,From Corner,,Barcelona,David Villa Sánchez,Left Wing,1.276,,0.032519348,683433bf-6ee7-479a-8b97-e1744a0a5e2f,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,102.9,48.3,111.6,42.3,
shot,9c5464dd-aed2-444f-9c3c-bd66b9d3f130,175,1,00:03:34.937,3,34,12,Barcelona,From Corner,,Barcelona,Sergio Busquets i Burgos,Center Defensive Midfield,0.614229,,0.11490088,,Right Foot,Open Play,Off T,Overhead Kick,,,True,,,,111.9,41.2,120.0,45.8,0.8
shot,b65104c8-efe3-4670-b5f8-befe5b229afc,416,1,00:08:42.796,8,42,22,Espanyol,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.5841,True,0.036616832,,Left Foot,Open Play,Saved,Normal,,,,,,,104.1,29.1,117.7,39.8,0.2
shot,21b6baff-3f15-46b0-8522-254221408f6c,475,1,00:09:37.662,9,37,23,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.8349,,0.60775495,59d90420-d41d-411f-a618-e082c73ac458,Right Foot,Open Play,Off T,Normal,True,,,,,,104.8,42.4,120.0,45.5,3.5
shot,911fd478-d4d1-420d-99a1-e2ff8c7ee0d2,629,1,00:15:10.738,15,10,37,Barcelona,From Corner,,Barcelona,Sergio Busquets i Burgos,Center Defensive Midfield,0.109,True,0.033257794,7bf1b388-97c3-4c9c-a916-df413f2fed01,Head,Open Play,Blocked,Normal,,,,,,,115.8,30.4,116.3,31.2,
shot,ecdf12f7-5e2a-4e33-8c16-275e18c539ef,680,1,00:16:19.367,16,19,40,Barcelona,Regular Play,,Barcelona,Xavier Hernández Creus,Left Center Midfield,0.184599,,0.018638367,,Right Foot,Open Play,Blocked,Normal,,,,,,,92.2,50.0,97.9,48.6,
shot,12ed2c49-f6b1-447d-b734-2032358475ef,799,1,00:18:34.404,18,34,47,Barcelona,From Counter,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.748507,True,0.3896882,7dbe04a8-41c5-4ea8-bfa1-892fe23a72e6,Right Foot,Open Play,Goal,Normal,,,,True,,,102.0,40.4,120.0,42.5,0.4
shot,11577a75-30c0-4436-91b4-5784899abfa8,854,1,00:21:43.228,21,43,51,Espanyol,From Free Kick,,Espanyol,Luis García Fernández,Left Center Midfield,1.1299,,0.028260533,,Right Foot,Free Kick,Saved,Normal,,,,,,,94.1,25.8,118.5,36.7,0.9
shot,e81e3b25-1a11-4b59-a35d-cda2c8cb850e,1111,1,00:28:00.633,28,0,68,Barcelona,From Free Kick,,Barcelona,David Villa Sánchez,Left Wing,1.4217,,0.011024078,59358f09-463c-424c-ac25-300528d54e74,Right Foot,Open Play,Off T,Normal,,,,,,,83.2,30.7,120.0,34.3,0.9
shot,cc0163f2-1f94-4cf0-b718-a97107debe69,1179,1,00:29:17.543,29,17,73,Barcelona,Regular Play,,Barcelona,Xavier Hernández Creus,Left Center Midfield,0.689593,,0.074975595,,Right Foot,Open Play,Goal,Half Volley,True,,,,,,115.8,52.1,120.0,36.4,0.3
shot,0770339b-2964-474f-9d92-010690564422,1371,1,00:34:39.862,34,39,82,Espanyol,From Free Kick,,Espanyol,José María Callejón Bueno,Right Wing,0.3702,,0.15426823,e9a45716-541d-4e62-8d32-733e93a20fa1,Right Foot,Open Play,Saved,Half Volley,,,,True,,,105.3,48.4,114.6,42.4,1.3
shot,46691569-84b1-48bb-a5d8-95569fe96a76,1709,1,00:44:54.659,44,54,101,Barcelona,From Corner,,Barcelona,David Villa Sánchez,Left Wing,0.627047,,0.12324777,,Right Foot,Open Play,Off T,Half Volley,True,,,,,,104.5,41.7,120.0,42.9,3.7
shot,d06a734f-ff0f-479a-bf43-70744ee4f974,1729,1,00:45:41.320,45,41,103,Barcelona,From Free Kick,,Barcelona,David Villa Sánchez,Left Wing,0.2105,True,0.08603549,4bef7523-75f8-4eb3-9acf-7d8cd379e086,Right Foot,Open Play,Blocked,Normal,,,,,,,109.5,48.6,110.1,48.1,
shot,7b81767c-e3d9-4627-92ac-f8427ee20766,1991,2,00:05:04.711,50,4,119,Barcelona,From Corner,,Barcelona,Andrés Iniesta Luján,Right Center Midfield,1.1636,True,0.023155212,80534263-b1dc-4517-82ba-59e16470ff19,Right Foot,Open Play,Saved,Normal,,,,,,,89.1,38.7,118.9,43.2,0.6
shot,e1feeb2a-7fcf-4da8-a7c0-3950df080274,2113,2,00:09:11.782,54,11,128,Espanyol,From Free Kick,,Espanyol,Javier Márquez Moreno,Right Center Midfield,0.4018,,0.02812132,,Left Foot,Free Kick,Blocked,Normal,,,,,,,90.7,58.5,100.6,53.1,
shot,86ddac9f-96af-42cf-b5c4-8f9bc6caf539,2229,2,00:11:25.138,56,25,132,Barcelona,From Throw In,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,1.4565,,0.017990785,02ae934b-8ffe-4f50-ada9-1a4dbd584068,Left Foot,Open Play,Off T,Normal,,,,,,,97.2,57.1,120.0,34.9,3.5
shot,1ecec698-d532-44ca-b127-c4a929ba3be0,2389,2,00:14:48.315,59,48,140,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.8282,,0.0512368,cca635b7-fd6d-45eb-ba5f-a1bf2f646fdf,Left Foot,Open Play,Saved,Normal,,,,,,,97.3,40.0,118.3,41.2,0.3
shot,2880c898-e4ed-407a-b06f-9f4c55db60ca,2392,2,00:14:50.448,59,50,140,Barcelona,Regular Play,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.278567,,0.24762042,,Right Foot,Open Play,Goal,Normal,True,,,,,,116.3,45.0,120.0,40.5,0.5
shot,40ee5be8-6b41-4fb7-b31b-ec525ce37cc4,2424,2,00:16:50.426,61,50,143,Barcelona,From Counter,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.245,True,0.37838152,e012a3ca-b35e-4dc2-8c19-82c39010c819,Right Foot,Open Play,Saved,Normal,,,,True,,,112.4,47.2,115.6,44.2,0.5
shot,47f08153-b2f1-45dc-9859-22e0460a2554,2441,2,00:17:10.058,62,10,147,Espanyol,Regular Play,,Espanyol,Pablo Daniel Osvaldo,Center Forward,0.8772,,0.1251974,9810ac65-15b8-4736-a09e-08f7faaff01d,Right Foot,Open Play,Goal,Normal,,,,True,,,110.8,53.3,120.0,37.7,0.2
shot,ee012596-2544-4a55-b552-81c706453150,2721,2,00:25:49.998,70,49,167,Espanyol,Regular Play,,Espanyol,Pablo Daniel Osvaldo,Center Forward,1.2409,True,0.16414982,5460e564-22d0-4203-b28d-927d29a405e8,Head,Open Play,Off T,Normal,,,,,,,112.6,43.1,120.0,42.2,3.8
shot,b3096b17-3b45-44d0-816d-ef5db2c8e006,2759,2,00:26:49.673,71,49,169,Barcelona,From Throw In,,Espanyol,Pablo Daniel Osvaldo,Center Forward,0.7484,,0.14277865,,Right Foot,Open Play,Saved,Normal,,,,,,,99.6,31.6,113.0,39.7,1.1
shot,29ff111c-6489-49a8-b143-a2d80b703819,2905,2,00:29:31.908,74,31,178,Barcelona,From Corner,,Barcelona,Gerard Piqué Bernabéu,Left Center Back,0.879097,True,0.26290613,,Right Foot,Open Play,Off T,Normal,True,,,,,,108.1,49.7,120.0,45.7,4.5
shot,83c1b8b4-69ea-462d-96f8-da9a85d4a4a5,2939,2,00:30:07.699,75,7,180,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Left Wing,0.962722,,0.48822734,7269b3a6-43d7-45bc-8823-bcfd1542ad45,Right Foot,Open Play,Goal,Normal,,,,True,,,100.4,34.1,119.9,42.3,0.2
shot,716e73ca-8558-42a9-9d9e-358152e5ef03,3348,2,00:38:51.185,83,51,200,Barcelona,From Counter,,Barcelona,David Villa Sánchez,Left Wing,1.481926,,0.2737483,dc1b453d-6e7e-49b1-ad88-79525e8223f9,Right Foot,Open Play,Goal,Normal,,,,True,,,108.1,27.8,120.0,41.6,0.6
shot,36a5b33f-365d-4dd6-bda9-ac4a70e13088,3628,2,00:45:41.323,90,41,210,Barcelona,From Counter,,Barcelona,Bojan Krkíc Pérez,Right Wing,1.2903,,0.19352816,bd06e6ea-7414-48a8-95fb-9fef35d7b08c,Right Foot,Open Play,Saved,Normal,,,,,,,105.5,29.7,115.9,38.1,0.2
shot,9db0defa-5ac0-4c77-9e30-2c8a07799a14,3708,2,00:46:44.991,91,44,217,Barcelona,Regular Play,,Barcelona,Bojan Krkíc Pérez,Right Wing,0.3804,,0.13831109,0cc51b58-229b-4e75-b523-829c6d99cbd5,Right Foot,Open Play,Saved,Half Volley,,,,True,,,117.6,49.2,118.8,43.8,1.8
