event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,b9d68130-0203-48e3-b58e-20a0abd185ff,105,1,00:02:10.773,2,10,3,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,1.586764,,0.026398562,dd037115-b291-4644-a7c8-3da334699416,Left Foot,Open Play,Off T,Normal,,,,,,,106.0,57.8,120.0,32.2,4.3
shot,4a9dc002-2667-47b1-b667-8c45d2b0f529,794,1,00:18:34.820,18,34,30,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,2.356,,0.02504274,,Right Foot,Free Kick,Saved,Normal,,,,,,,90.0,29.1,119.3,37.5,2.2
shot,c09c6e64-612b-4ba2-931e-5cde922a24b3,1176,1,00:25:09.245,25,9,45,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.480919,True,0.484256,5442dccb-c1de-4753-8b11-a5e9fb175027,Left Foot,Open Play,Goal,Normal,,,,,,,110.0,39.5,120.0,37.0,1.9
shot,ce357c7c-6df2-4550-8368-213d35e8763a,1260,1,00:29:31.816,29,31,51,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,0.39212,,0.04670301,,Right Foot,Free Kick,Blocked,Normal,,,,,,,96.0,21.1,105.8,27.5,
shot,81af3ea9-1754-4b51-9198-880c533d12cb,1317,1,00:30:13.622,30,13,51,Barcelona,From Free Kick,,Barcelona,Ivan Rakitić,Right Defensive Midfield,0.512047,,0.33415136,5032f6d4-8e2e-4fc3-a7c6-095d38f8b1b9,Right Foot,Open Play,Saved,Normal,,,,,,,106.0,39.6,116.3,41.7,0.3
shot,076ce5b0-d566-4378-9839-8186ec060da2,1323,1,00:30:15.795,30,15,51,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.134,,0.11316042,,Right Foot,Open Play,Blocked,Normal,,,,,,,115.1,48.4,115.9,47.0,
shot,bdcd2cbe-5dd7-42ec-aa24-4a15c16dd655,1327,1,00:30:17.426,30,17,51,Barcelona,From Free Kick,,Barcelona,Ivan Rakitić,Right Defensive Midfield,1.45468,,0.15982066,,Head,Open Play,Off T,Normal,,,,,,,111.3,41.1,120.0,46.9,3.2
shot,dc94e634-0ae9-455b-8ce8-3e09f1a7dcd9,1464,1,00:34:29.366,34,29,59,Espanyol,From Free Kick,,Espanyol,Javier Fuego Martínez,Left Center Midfield,0.788863,,0.028566513,,Right Foot,Open Play,Blocked,Overhead Kick,True,,,,,,105.4,30.2,112.1,40.2,
shot,5656d749-a0c6-4469-bdea-a07ab0919ba9,1492,1,00:34:49.293,34,49,60,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.667974,,0.17877983,0c0db095-ab96-4056-b48b-33145397b7fc,Right Foot,Open Play,Goal,Normal,True,,,,,,116.1,33.8,120.0,39.6,0.2
shot,cb16201b-e8fc-45b9-b818-ef13a7b04a69,1505,1,00:36:37.434,36,37,62,Barcelona,From Corner,,Barcelona,Ivan Rakitić,Right Defensive Midfield,0.687102,True,0.039983835,1734284a-8d4f-4bcd-90ba-11cd4138b42c,Head,Open Play,Saved,Normal,,,,,,,110.0,36.8,119.1,39.5,0.5
