event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,fc7d3a34-2c5e-4497-9588-6098668959c0,189,1,00:03:01.184,3,1,6,Barcelona,From Throw In,,Barcelona,Andrés Iniesta Luján,Left Midfield,1.05557,,0.026102873,,Right Foot,Open Play,Saved,Normal,,,,,,,104.4,24.0,117.3,39.0,1.9
shot,083b0855-4374-47ef-a504-3ab05ee0c930,390,1,00:07:23.740,7,23,18,Atlético Madrid,From Counter,,Atlético Madrid,Antoine Griezmann,Left Center Forward,0.487135,,0.13855605,f2d65ae4-a592-41d7-aeef-35f58c2bd180,Right Foot,Open Play,Saved,Normal,,,,,,,107.2,50.9,117.8,44.3,1.0
shot,3dd50f7b-32d9-4db1-b0cb-b77b4791b01b,451,1,00:08:51.209,8,51,19,Atlético Madrid,From Corner,,Atlético Madrid,Antoine Griezmann,Left Center Forward,0.292846,True,0.20114905,cd490e93-3900-4587-9c96-d4d52b0247ec,Left Foot,Open Play,Saved,Normal,,,,,,,107.1,32.6,114.7,36.7,0.2
shot,2f21f3dc-471c-4220-92ca-ded58bc208ef,1003,1,00:20:13.140,20,13,35,Atlético Madrid,Regular Play,,Atlético Madrid,Saúl Ñíguez Esclapez,Left Defensive Midfield,1.179247,,0.032886587,071f1b5c-7fc4-46d1-97a5-dc4f60571662,Right Foot,Open Play,Goal,Normal,,,,,,,98.4,32.1,120.0,43.8,0.8
shot,939bb457-ab69-4992-98c8-59d700a05b51,1646,1,00:36:30.259,36,30,59,Barcelona,From Throw In,,Barcelona,Andrés Iniesta Luján,Left Midfield,1.745259,,0.018150514,f9f23d2a-4802-489c-9e4f-c32251ae789f,Left Foot,Open Play,Off T,Volley,,,,,,,96.6,26.2,120.0,54.3,0.4
shot,e59e0369-bed4-481d-a7eb-87803830dcfc,1758,1,00:38:47.300,38,47,63,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.014994,True,0.033633213,bc1fda37-7619-4c85-90b4-44ee6f9a6704,Left Foot,Open Play,Blocked,Half Volley,,,,,,,101.9,28.6,103.0,29.1,
shot,5b97cfa5-d50d-4bf1-a181-da07af41369f,1777,1,00:39:00.145,39,0,63,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,0.142975,,0.14349467,326dc274-dc4b-457b-874b-bd4f3d524a88,Left Foot,Open Play,Blocked,Normal,,,,,,,112.3,29.7,113.1,30.7,
shot,5637e36c-5bd4-4909-8992-80d3a4e8d9af,2039,1,00:44:43.348,44,43,72,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.247879,,0.028890831,f3d7964d-4e66-4da6-9f2b-3c6936221ef0,Left Foot,Open Play,Blocked,Normal,,,,,,,102.5,24.8,104.6,26.3,
shot,88156cf6-1b08-4ef4-a5e3-eda31e3cf8b4,2095,2,00:01:12.012,46,12,76,Atlético Madrid,From Corner,,Atlético Madrid,Yannick Ferreira Carrasco,Left Midfield,0.673483,,0.03738819,7d79d1fc-71d6-497e-aa76-5e7dc8744440,Right Foot,Open Play,Saved,Normal,True,,,,,,110.3,20.9,117.2,36.5,1.1
shot,333d5f48-a253-4705-b64c-fd6d069b6e65,2378,2,00:07:15.407,52,15,100,Atlético Madrid,Regular Play,,Atlético Madrid,Antoine Griezmann,Left Center Forward,0.660703,,0.059700724,eeb6e782-a4f5-4758-8643-f44dc3521a6b,Left Foot,Open Play,Off T,Half Volley,True,,,,,,110.4,25.6,120.0,35.4,3.3
shot,dae191d0-5c94-4fc0-b5bb-347fc3eaca00,2525,2,00:10:01.381,55,1,106,Barcelona,From Counter,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,0.571933,,0.0485336,5027247a-5beb-4361-baf5-64b24c57ddd1,Right Foot,Open Play,Saved,Normal,,,,,,,100.2,50.0,115.2,42.8,1.3
shot,e63a3ea2-0612-4905-8e28-0e4becfbde10,2581,2,00:11:43.837,56,43,109,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,1.133763,,0.07426411,,Left Foot,Free Kick,Post,Normal,,,,,,,93.7,40.4,120.0,44.1,1.5
shot,701c8e1f-d337-4aa0-be0a-5ccde0abaab4,2900,2,00:20:06.810,65,6,122,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.43801,True,0.04233768,7e4f2f22-10c9-4a52-be86-74fd66bf0518,Left Foot,Open Play,Saved,Normal,,,,,,,111.3,25.6,118.0,36.1,0.5
shot,5a6102b3-5de1-4ec8-a5fb-ab5a46a3cebb,3083,2,00:25:08.436,70,8,133,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.866066,True,0.18669662,,Left Foot,Open Play,Off T,Normal,,,,,,,103.0,40.9,120.0,35.6,1.3
shot,6c5566f9-2a1f-48e4-8752-71f943a4e760,3161,2,00:27:10.694,72,10,137,Barcelona,Regular Play,,Barcelona,André Filipe Tavares Gomes,Left Midfield,0.577938,,0.030351335,f64ee65e-bcb5-4f1e-8ead-85468818615a,Left Foot,Open Play,Off T,Normal,,,,,,,97.2,25.8,120.0,41.0,5.1
shot,6e18cc5b-9da9-4de4-9be0-f264ee062d97,3282,2,00:31:41.716,76,41,145,Barcelona,From Free Kick,,Barcelona,Samuel Yves Umtiti,Left Center Back,0.775538,True,0.047108263,f1624f59-5963-4856-84f0-264f1bc72372,Left Foot,Open Play,Saved,Normal,,,,,,,102.0,27.7,116.6,39.8,0.3
shot,5b10960a-3f64-4459-b9c4-b11f4610811a,3435,2,00:34:48.783,79,48,153,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,0.526191,True,0.31121594,bddf30f4-03c9-48f7-8ada-7cddc567cad3,Right Foot,Open Play,Saved,Half Volley,,,,,,,110.1,49.3,115.7,44.0,0.9
shot,696c454f-5e2d-4cec-9a53-116923008006,3476,2,00:36:00.858,81,0,156,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,0.692025,,0.22500996,ef76519a-7405-46ae-b776-e61781bd74b0,Head,Open Play,Goal,Normal,,,,,,,114.4,36.7,120.0,37.4,0.9
shot,c8b02313-0bb4-4582-843d-133e7cc4ffc4,3749,2,00:43:48.100,88,48,173,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Left Center Forward,1.144253,,0.11194088,10a12fb3-3282-44fd-b3ba-6e4e20838458,Right Foot,Open Play,Off T,Normal,,,,,,,100.2,34.5,120.0,38.5,4.5
shot,ea611850-e76c-41b0-a1b2-bbb68d259f38,3901,2,00:48:43.766,93,43,184,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Center Forward,0.592524,,0.15398419,,Left Foot,Free Kick,Saved,Normal,,,,,,,101.5,40.6,117.8,41.7,0.9
