event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,9d578f12-e756-4521-a329-94c51814d302,561,1,00:10:00.118,10,0,20,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.3547,,0.054945074,,Left Foot,Free Kick,Blocked,Normal,,,,,,,94.3,28.7,104.2,31.9,
shot,3af88fd8-9e35-4814-851a-87758f2aead4,1368,1,00:26:23.207,26,23,55,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.190472,,0.06883162,,Left Foot,Free Kick,Off T,Normal,,,,,,,97.9,47.4,120.0,43.6,3.3
shot,6520e833-7433-4cad-813b-86f34fba3a50,1723,1,00:35:07.101,35,7,75,Real Sociedad,Regular Play,,Real Sociedad,Juan Miguel Jiménez López,Left Wing,0.269293,,0.25727075,3b0564c3-22a8-45b1-b3c0-6002ff5a2ba9,Right Foot,Open Play,Saved,Normal,,,,True,,,115.8,30.8,118.2,35.1,0.2
shot,203b5b57-378e-4c20-aa8f-b8782c5be139,1726,1,00:35:08.018,35,8,75,Real Sociedad,Regular Play,,Real Sociedad,Willian José da Silva,Center Forward,0.589316,,0.26918575,,Right Foot,Open Play,Off T,Half Volley,True,,,,,,112.7,37.7,120.0,38.2,4.3
shot,949e033b-7f9e-4043-90be-8e5e9255e179,1837,1,00:37:41.828,37,41,77,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.761492,,0.019682301,2f9b2cda-bd33-49a7-b454-858c400459dd,Left Foot,Open Play,Saved,Normal,,,,,,,100.0,56.9,118.4,40.5,1.3
shot,c0abea8a-8371-410c-9305-1c10d17aac44,2001,1,00:41:01.526,41,1,96,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.577471,True,0.07703907,2b0cf89d-9546-4049-a3c0-d1ef4c0c0818,Right Foot,Open Play,Saved,Normal,True,,,,,,107.8,27.8,118.2,36.0,0.2
shot,46b10b08-5e87-42b5-a4ba-a05248a20756,2129,1,00:44:14.278,44,14,102,Barcelona,From Corner,,Barcelona,Clément Lenglet,Left Center Back,0.669537,True,0.091579266,e4290c68-d023-4443-b32c-2e806f950e08,Head,Open Play,Goal,Normal,,,,,,,113.7,37.7,120.0,42.4,2.0
shot,d5af1915-f58b-4bd5-93b4-ca06bbe14744,2230,2,00:01:53.598,46,53,107,Real Sociedad,From Throw In,,Real Sociedad,Mikel Oyarzabal Ugarte,Right Wing,1.072701,True,0.039170396,bd361532-ad94-428e-a707-d73667d8ffbc,Head,Open Play,Off T,Normal,,,,,,,110.3,46.7,120.0,50.5,5.1
shot,99d636ad-6e0f-4066-83ef-bf5f3c3e65df,2252,2,00:02:23.886,47,23,109,Real Sociedad,Regular Play,,Real Sociedad,Willian José da Silva,Center Forward,1.064185,True,0.044227663,5ecb83e4-4e10-4742-8649-24c5c7fcb98d,Head,Open Play,Off T,Normal,,,,,,,109.4,39.8,120.0,41.7,5.2
shot,e38dbc3d-4c78-4956-a4b9-776c74f586f0,2424,2,00:06:28.614,51,28,117,Real Sociedad,Regular Play,,Real Sociedad,Rubén Pardo Gutiérrez,Left Center Midfield,1.296063,,0.012876549,66758c48-3a95-47c3-bfe3-b023dadc7a13,Right Foot,Open Play,Saved,Normal,,,,,,,93.2,24.5,117.9,42.4,1.3
