event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,688ab4b3-2e38-414d-8437-3b25d6913fd2,52,1,00:00:45.100,0,45,4,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.353314,True,0.1017456,c198b5ee-0031-4fc1-b44b-29c44df73fb0,Left Foot,Open Play,Wayward,Normal,True,,,,,,113.0,33.8,107.7,77.8,
shot,9dfa7020-c65c-49a2-92ef-46f023f3c501,129,1,00:01:52.172,1,52,6,Barcelona,Regular Play,,Barcelona,Sergio Busquets i Burgos,Center Defensive Midfield,2.364229,,0.0680421,,Left Foot,Open Play,Off T,Normal,True,,,,,,100.7,36.6,120.0,30.8,3.1
shot,9bd4a793-45e2-407e-b5cc-e328176b565a,138,1,00:02:22.763,2,22,8,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.255093,,0.044087064,55e2f9f0-e6c0-4b61-ab33-56c3086d17ee,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,104.3,32.5,107.4,33.3,
shot,60888eb7-def8-47b0-a985-248562de6ab3,204,1,00:04:25.606,4,25,13,Real Betis,From Corner,,Real Betis,Lorenzo Jesús Morón García,Right Center Forward,0.802236,,0.04480003,2b239853-1141-49d0-ab2b-222fa7127b34,Right Foot,Open Play,Off T,Normal,True,,,,,,117.4,30.6,120.0,32.0,0.2
shot,27346e60-f22c-4255-8d21-dfc02badd297,236,1,00:05:06.541,5,6,14,Barcelona,From Goal Kick,,Barcelona,Malcom Filipe Silva de Oliveira,Left Wing,1.053183,,0.023762142,2ebc3f2e-372a-47dd-a574-fed1ac83534a,Left Foot,Open Play,Off T,Normal,,,,,,,106.7,20.1,120.0,33.4,2.4
shot,56625739-e502-42cb-9248-7d3dc60d838d,265,1,00:05:52.051,5,52,15,Real Betis,From Goal Kick,,Real Betis,Joaquín Sánchez Rodríguez,Left Center Forward,0.796897,,0.27341205,690ab3e6-a1fc-45dd-8ba0-6af03a06dee5,Right Foot,Open Play,Off T,Volley,True,,,,,,109.3,39.7,120.0,38.3,5.0
shot,a860ff2f-34d8-42ea-b8ed-4620b399fe43,595,1,00:11:47.067,11,47,27,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.101898,,0.029031906,f8d81003-b1c6-4ac2-b50a-51e934b4141f,Left Foot,Open Play,Blocked,Normal,,,,,,,106.6,26.7,107.9,27.7,
shot,2ad4857f-e1ae-4c5e-8385-a372327fd370,899,1,00:19:16.619,19,16,40,Real Betis,Regular Play,,Real Betis,Héctor Junior Firpo Adames,Left Wing Back,1.073331,,0.12255169,0ce4e64a-8f22-42f9-a206-9d27324aeff3,Right Foot,Open Play,Goal,Normal,,,,,,,108.6,28.8,120.0,37.2,0.2
shot,1d294e1a-c670-4d01-82b0-e7067ce9a4d5,1046,1,00:22:15.371,22,15,46,Real Betis,Regular Play,,Real Betis,Lorenzo Jesús Morón García,Right Center Forward,0.918695,,0.022874776,,Right Foot,Open Play,Saved,Normal,,,,,,,101.3,30.5,118.7,37.6,0.7
shot,04aa6fb5-fd91-4fb5-922d-0fe8a11543ee,1137,1,00:24:48.746,24,48,53,Barcelona,From Free Kick,,Barcelona,Clément Lenglet,Left Center Back,0.41916,,0.28277686,efbcf4df-8561-4588-91b0-b671b0645d75,Left Foot,Open Play,Saved,Volley,True,,,,,,113.3,44.9,118.9,40.6,2.0
