event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,20b8e5f5-1818-48da-ab8b-c307c33c69e8,432,1,00:07:31.851,7,31,16,Barcelona,From Throw In,,Barcelona,Antoine Griezmann,Right Wing,0.786274,,0.028438129,,Left Foot,Open Play,Off T,Volley,True,,,,,,102.0,51.7,120.0,36.7,5.5
shot,94838800-6f03-41cf-b30c-7f5153781ee9,550,1,00:10:08.341,10,8,20,Barcelona,From Free Kick,,Barcelona,Anssumane Fati,Left Wing,0.632443,,0.07295152,7e449861-99a2-4cbb-a30d-02a173fd804f,Right Foot,Open Play,Goal,Normal,,,,,,,106.3,34.2,120.0,36.5,0.4
shot,3aff8b98-3cd6-4c52-9ae2-882582ed1484,815,1,00:16:46.673,16,46,32,Celta Vigo,From Throw In,,Celta Vigo,José Manuel Fontán Mondragón,Left Wing Back,0.654144,,0.019469734,,Left Foot,Open Play,Saved,Normal,True,,,,,,100.9,20.7,118.6,36.5,0.6
shot,087ed455-1a55-4b52-af8c-67c70e8cf940,1165,1,00:24:03.569,24,3,49,Celta Vigo,From Free Kick,,Celta Vigo,Iago Aspas Juncal,Left Center Forward,0.239749,,0.040884722,,Left Foot,Free Kick,Blocked,Normal,,,,,,,99.0,56.1,105.9,51.1,
shot,344aad50-33c0-4288-aa38-622f01e6ac55,2341,2,00:07:24.564,52,24,102,Celta Vigo,From Kick Off,,Celta Vigo,Lucas René Olaza Catrofe,Left Wing Back,0.280866,,0.06913232,118047ac-ef28-421c-9c59-52277636cacf,Right Foot,Open Play,Blocked,Normal,True,,,,,,102.4,33.5,111.2,38.7,
shot,39467564-b063-4fae-93b2-3b5fbae3b4eb,2575,2,00:13:05.561,58,5,112,Barcelona,From Keeper,,Barcelona,Philippe Coutinho Correia,Center Attacking Midfield,0.74454,,0.037873223,ec0071bf-ebf9-408f-ad2e-e68e296a7b2d,Right Foot,Open Play,Post,Normal,,,,,,,99.9,42.4,120.0,35.9,0.0
shot,e3d006d2-418a-4994-be79-f0f3f588fe63,2597,2,00:14:53.806,59,53,114,Barcelona,From Throw In,,Barcelona,Philippe Coutinho Correia,Center Attacking Midfield,0.561942,,0.15920493,a2e3f161-f7c4-4547-ae3f-52ab75e162bb,Right Foot,Open Play,Saved,Normal,True,,,,,,103.8,39.5,118.6,37.1,0.9
shot,560dff08-0ed9-4c6d-91b5-97cdf6a5ba9a,2846,2,00:24:55.680,69,55,125,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.171091,,0.036045484,,Left Foot,Free Kick,Blocked,Normal,,,,,,,94.4,25.7,102.5,29.1,
shot,a60cc66d-ec5a-49c4-9dec-71f3bb3cc652,2914,2,00:27:45.490,72,45,130,Celta Vigo,Regular Play,,Celta Vigo,Manuel Agudo Durán,Left Wing,0.123862,,0.0201947,34f13a7d-71b8-427b-a06b-490f211ddace,Right Foot,Open Play,Blocked,Normal,,,,,,,105.4,18.7,107.1,21.9,
shot,56ee0dfe-cf03-483a-8c6a-b259d5a3e498,2927,2,00:27:56.189,72,56,130,Celta Vigo,Regular Play,,Celta Vigo,Manuel Agudo Durán,Left Wing,0.408311,,0.0626301,8328f966-c835-4fe9-8d4e-d9eedb86adb3,Right Foot,Open Play,Saved,Normal,True,,,,,,114.1,26.1,118.4,37.2,0.9
shot,6941bafa-1882-4210-a0a8-d2ab501d7b69,2930,2,00:27:57.860,72,57,130,Celta Vigo,Regular Play,,Celta Vigo,Miguel Baeza Pérez,Right Wing,0.06729,,0.18000884,,Left Foot,Open Play,Blocked,Normal,True,,,,,,110.6,37.2,113.1,37.0,
