event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,4b2328cb-86be-413a-8352-77626c7e94c8,151,1,00:02:57.199,2,57,9,Barcelona,From Goal Kick,,Barcelona,Andrés Iniesta Luján,Left Center Midfield,1.1412,True,0.014543163,a65e131e-efed-4970-ac5f-24dbbbdee601,Right Foot,Open Play,Saved,Normal,,,,,,,99.0,19.8,118.7,40.1,2.4
shot,cf386cd3-2405-47b8-b386-7a056cf53e6a,334,1,00:07:10.758,7,10,20,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.1219,,0.042031314,22247e7a-16b4-4e03-a47f-e22822fde6e9,Left Foot,Open Play,Blocked,Normal,,,,,,,105.4,29.9,107.5,31.6,
shot,81136df0-eadb-4d10-a2c4-d6310ddc3ab5,342,1,00:07:14.275,7,14,20,Barcelona,From Throw In,,Barcelona,Andrés Iniesta Luján,Left Center Midfield,0.1324,True,0.033835508,4e7b6ccd-f5a5-4f54-8346-823809cc18a8,Right Foot,Open Play,Blocked,Normal,True,,,,,,95.1,40.0,97.0,40.1,
shot,33e3128f-b1a2-46be-b487-5ad41c7e3487,398,1,00:08:01.633,8,1,20,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.8917,True,0.07375273,a6c9dcff-f48a-4dcb-94f9-6104e7ca2bac,Left Foot,Open Play,Saved,Volley,True,,,,,,113.3,30.4,119.2,35.9,0.7
shot,16e5d524-e18e-4c4d-beb2-41044df2cee8,439,1,00:08:59.229,8,59,24,Villarreal,Regular Play,,Villarreal,Jonathan dos Santos Ramírez,Right Midfield,0.705861,,0.119383425,07e36934-e9e4-48c8-90ce-b8ec3599287a,Right Foot,Open Play,Off T,Volley,True,,,,,,108.5,48.2,120.0,43.1,3.5
shot,0a946b17-4d6b-43b0-a61b-f57941fe3b6c,810,1,00:17:32.686,17,32,36,Barcelona,From Free Kick,,Barcelona,André Filipe Tavares Gomes,Right Center Midfield,0.958799,,0.023677243,,Right Foot,Open Play,Off T,Normal,True,,,,,,94.0,46.8,120.0,45.8,4.5
shot,77674671-4af3-40ab-8805-a046dc977629,859,1,00:18:55.358,18,55,40,Villarreal,From Counter,,Villarreal,Nicola Sansone,Right Center Forward,1.185029,,0.019549198,3c535f36-9684-4cc7-b2da-b177ab495866,Right Foot,Open Play,Saved,Normal,,,,,,,95.3,48.2,118.3,41.3,0.5
shot,73191376-d2e2-4dc8-a323-ab72cc701161,937,1,00:20:54.760,20,54,46,Villarreal,From Free Kick,,Villarreal,Nicola Sansone,Right Center Forward,1.2553,True,0.026236977,510af579-a5ee-4acc-afe2-f0bda74a0ac4,Right Foot,Open Play,Saved,Normal,,,,,,,96.9,26.9,118.6,38.3,1.1
shot,00b95046-5c90-4eeb-90d8-78fef85943b1,1050,1,00:23:39.084,23,39,57,Barcelona,Regular Play,,Barcelona,Neymar da Silva Santos Junior,Left Wing,1.0434,,0.033597454,4791ed72-dbad-4bd5-9158-93b6fe2338c2,Right Foot,Open Play,Off T,Normal,,,,,,,94.8,36.1,120.0,45.0,1.6
shot,e3c6dcbb-739b-4eb8-bf5d-53c91e21bdf5,1367,1,00:30:17.497,30,17,70,Barcelona,Regular Play,,Barcelona,Andrés Iniesta Luján,Left Center Midfield,1.2414,,0.017934378,d36dbd6d-ae5f-4d2d-a612-3ab3bedc860b,Left Foot,Open Play,Saved,Normal,,,,,,,95.6,26.7,119.0,37.6,0.4
shot,0bd674dd-2f08-4267-b999-006f11819959,1472,1,00:32:20.415,32,20,76,Barcelona,Regular Play,,Barcelona,Neymar da Silva Santos Junior,Left Wing,0.0832,,0.21165164,29199c29-40ee-41f5-90ab-c8d972e8013d,Right Foot,Open Play,Blocked,Normal,True,,,,,,112.9,40.0,113.9,40.0,
shot,6701ee26-0180-430a-a661-af2e25972a72,1908,1,00:42:46.231,42,46,96,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.6812,,0.05708563,0a51a7cb-1a88-4246-ae57-b39252acf4db,Head,Open Play,Saved,Normal,,,,,,,109.7,34.5,119.6,39.7,2.5
shot,d0404c83-887a-4a39-9157-d8676f1b6d6c,1966,1,00:44:39.350,44,39,100,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.7742,,0.04504039,ab9b36ee-2672-439b-b09a-0f0fc3746215,Right Foot,Open Play,Saved,Normal,True,,,,,,100.8,35.4,119.2,39.9,0.2
shot,59336a9b-703e-43e5-9a71-e79dfcd1dd30,2182,2,00:04:01.068,49,1,104,Villarreal,From Counter,,Villarreal,Nicola Sansone,Right Center Forward,1.288539,,0.124102406,4a3a7fc3-4b5e-4322-adfb-2f1a3edc86db,Right Foot,Open Play,Goal,Normal,True,,,,,,107.3,53.2,120.0,36.7,0.2
