event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,4dea388d-0e7a-4a7c-b3fe-fec22eead40c,499,1,00:09:15.954,9,15,21,Barcelona,Regular Play,,Barcelona,Xavier Hernández Creus,Left Center Midfield,0.8082,True,0.82158804,656a9bc1-f721-4c34-a199-68fe45d295c2,Right Foot,Open Play,Goal,Normal,,,,,True,,114.0,36.8,119.9,37.0,0.4
shot,d9972e4d-2c61-4040-86c9-5febc12225bf,557,1,00:10:51.418,10,51,23,Barcelona,Regular Play,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.3302,,0.69291294,9e638bda-af29-4ee7-88c1-5f8c84829206,Right Foot,Open Play,Saved,Normal,True,,,,,,113.1,43.4,115.8,41.6,0.5
shot,5bbb5c1e-24e9-4371-93ae-c76696405d92,560,1,00:10:52.736,10,52,23,Barcelona,Regular Play,,Barcelona,Francesc Fàbregas i Soler,Center Forward,0.4304,,0.35325617,,Right Foot,Open Play,Goal,Normal,True,,,,,,115.6,41.0,120.0,39.9,1.6
shot,6ed405ed-f0af-43b8-97cd-276a5efa563f,793,1,00:15:46.088,15,46,35,Real Sociedad,Regular Play,,Real Sociedad,Asier Illarramendi Andonegi,Right Defensive Midfield,0.4749,,0.019743107,3a98169c-3ef7-48f9-a400-4e28f26aaadc,Right Foot,Open Play,Blocked,Normal,True,,,,,,92.2,39.9,102.7,38.8,
shot,b0f58fcb-29c3-42e4-8b19-f385d0e70081,1520,1,00:33:34.680,33,34,66,Real Sociedad,From Free Kick,,Real Sociedad,MacDonald Mariga Wanyama,Left Defensive Midfield,1.196725,True,0.035573088,,Head,Open Play,Off T,Normal,,,,,,,108.4,43.7,120.0,44.8,3.3
shot,4b15c391-6809-4159-91f8-106cabb62679,1733,1,00:37:20.351,37,20,76,Barcelona,Regular Play,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,1.7952,True,0.3644363,ace66cbf-67d5-42f2-8a94-e4b0cd261866,Right Foot,Open Play,Wayward,Lob,,,,True,,,100.6,49.9,113.7,36.6,
shot,2570032d-7bc8-49c8-9667-558d855a87ea,1998,1,00:43:34.852,43,34,89,Real Sociedad,From Throw In,,Real Sociedad,Xabier Prieto Argarate,Left Wing,0.840862,,0.035600867,5d20406a-611e-444a-9619-32c1a78b880e,Right Foot,Open Play,Saved,Half Volley,True,,,,,,106.2,28.2,117.9,39.2,0.2
shot,d216a45c-131a-4c53-9b87-63e2f6568d43,2206,2,00:01:31.135,46,31,115,Real Sociedad,From Throw In,,Real Sociedad,Imanol Agirretxe Arruti,Center Forward,0.639687,True,0.057797533,8a1ac85a-e8af-4e14-b513-c8e26841a2d7,Right Foot,Open Play,Off T,Normal,,,,,,,106.9,32.8,120.0,34.9,0.4
shot,4c2da9f1-9a7d-4b06-bae7-f5e139bd771b,2464,2,00:05:38.462,50,38,123,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Left Wing,1.2928,True,0.03675989,f7f2fde2-91f2-4de3-9adf-5ad265174dec,Right Foot,Open Play,Off T,Normal,,,,,,,100.1,28.7,120.0,33.8,0.2
shot,e9f744e3-5506-4dfc-9739-35c8992338dc,2660,2,00:09:19.033,54,19,130,Barcelona,From Throw In,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.93298,,0.018652309,44a68291-1533-4f6b-9458-b8fa45e0a651,Left Foot,Open Play,Saved,Normal,,,,,,,94.7,52.7,117.3,41.3,0.2
shot,6f20a4f1-f52f-4cc6-aa00-ac3dcee4dfbc,2863,2,00:13:37.671,58,37,142,Real Sociedad,From Free Kick,,Real Sociedad,Imanol Agirretxe Arruti,Center Forward,0.9933,True,0.11069078,60061e57-1ff2-436b-8823-5982ef7ba906,Head,Open Play,Goal,Normal,,,,,,,111.5,37.3,120.0,36.5,1.3
shot,9912e4a6-b5d1-40ec-a1c7-d7f0d9c39c43,2913,2,00:14:58.104,59,58,145,Real Sociedad,Regular Play,,Real Sociedad,Imanol Agirretxe Arruti,Center Forward,0.6522,,0.3506356,,Right Foot,Open Play,Blocked,Normal,,,,,,,105.8,49.7,117.9,43.1,
shot,fa3c203e-a4ca-4bbd-8098-6ecaaa23ccef,2917,2,00:15:00.493,60,0,145,Real Sociedad,From Counter,,Real Sociedad,Antoine Griezmann,Left Wing,0.498208,,0.8542888,,Head,Open Play,Goal,Normal,,,,True,True,,117.4,36.9,120.0,37.3,0.5
shot,9c4a23c4-b667-45c7-8799-9b15d7fa596f,3066,2,00:18:13.181,63,13,151,Barcelona,Regular Play,,Barcelona,David Villa Sánchez,Left Wing,1.292,,0.09974007,55e9f823-69cb-44ce-b7a3-40786c0e2d03,Right Foot,Open Play,Off T,Normal,,,,,,,110.0,29.3,120.0,47.6,0.5
shot,edddece8-e1ac-4e56-8158-d7f10b485498,3212,2,00:22:32.942,67,32,162,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,1.112575,,0.028375879,,Left Foot,Free Kick,Saved,Normal,,,,,,,92.0,52.8,119.1,43.5,1.6
shot,bfd228b0-76d1-4f8c-a4cf-74a875c33291,3275,2,00:23:37.236,68,37,165,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,2.009179,True,0.0495328,c8d41d6e-3cb9-4f6e-bd91-c1c11e7d2503,Left Foot,Open Play,Off T,Normal,,,,,,,98.3,31.9,120.0,50.4,0.2
shot,ed33a0d8-2fdb-4b5e-bf66-7663cf92cb21,3335,2,00:25:46.645,70,46,170,Barcelona,From Throw In,,Barcelona,Pedro Eliezer Rodríguez Ledesma,Right Wing,0.733435,,0.12431339,c8506095-6240-4b4c-9097-83b9e5aab970,Right Foot,Open Play,Off T,Normal,True,,,,,,109.4,50.8,120.0,43.1,5.5
shot,c90ddc6d-9bef-4306-bdab-d115e1c9233b,3346,2,00:27:09.130,72,9,172,Real Sociedad,From Free Kick,,Real Sociedad,Antoine Griezmann,Left Wing,0.2659,,0.02485123,,Left Foot,Free Kick,Blocked,Normal,,,,,,,99.7,60.6,104.5,55.6,
shot,d892852e-4563-4119-8a38-c2301087dd0c,3542,2,00:30:08.391,75,8,178,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.1603,,0.06566999,e15b6fb6-918a-40f5-a52d-c52b03812c07,Right Foot,Open Play,Blocked,Normal,,,,,,,102.4,37.9,103.6,38.1,
shot,08691812-610c-454f-b05d-4a3f399cb64a,3563,2,00:30:22.459,75,22,178,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.0971,,0.14082362,30232a49-5eaa-4e29-9e79-ce80eec6983c,Right Foot,Open Play,Saved,Normal,True,,,,,,115.9,52.5,116.5,50.4,0.1
shot,f2e663bf-f25a-4889-b847-ea37ad9fe87d,4028,2,00:42:27.590,87,27,206,Real Sociedad,Regular Play,,Real Sociedad,Carlos Alberto Vela Garrido,Center Forward,0.91816,,0.028464379,3564fe3a-96b3-40b6-a332-7b9fc312f45e,Left Foot,Open Play,Off T,Normal,,,,,,,92.2,48.3,119.9,34.7,7.2
shot,8e6fa067-8b44-4f2b-a762-1aec4e80ff62,4081,2,00:43:21.505,88,21,207,Barcelona,From Goal Kick,,Barcelona,David Villa Sánchez,Left Wing,0.2283,,0.025947366,,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,97.8,31.3,101.8,32.3,
shot,cdf28608-b177-4cdc-a060-06483aed9138,4126,2,00:45:13.705,90,13,210,Real Sociedad,From Corner,,Real Sociedad,Íñigo Martínez Berridi,Left Center Back,0.2038,,0.07620398,a5f38fa4-967f-4b77-8a44-f3b38e620f71,Head,Open Play,Blocked,Normal,,,,,,,114.1,32.8,117.1,34.8,
