event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
shot,7bae48d6-6021-4833-8560-230234f619e7,55,1,00:01:20.064,1,20,5,Málaga,Regular Play,,Málaga,Miguel Ángel Lozano Ayala,Left Center Midfield,1.603682,,0.048476335,4a14ec92-8e9c-4503-bd9b-e1476bd353c0,Right Foot,Open Play,Off T,Volley,True,,,,,,102.0,52.8,120.0,61.4,1.9
shot,3a8cb677-aa4d-437d-b0fe-98acbee2f6aa,458,1,00:14:08.575,14,8,36,Barcelona,Regular Play,,Barcelona,Ronaldo de Assis Moreira,Left Wing,1.5126,,0.011302026,0df3dcd5-9fde-426a-bace-4ae1d9e96bd1,Right Foot,Open Play,Off T,Normal,,,,,,,89.0,20.7,120.0,30.1,0.6
shot,a7f9720d-34d4-40c9-88ac-1ffb8f54f698,484,1,00:15:04.207,15,4,39,Barcelona,From Free Kick,,Barcelona,Rafael Márquez Álvarez,Center Defensive Midfield,1.5616,,0.011760173,eb519f6c-1300-4929-a39e-a72a597669df,Right Foot,Open Play,Off T,Normal,,,,,,,81.5,39.1,120.0,37.2,4.9
shot,f41c1253-e33e-4edc-a908-9b8670e3162f,737,1,00:22:57.728,22,57,52,Barcelona,From Free Kick,,Barcelona,Andrés Iniesta Luján,Right Wing,1.2109,,0.025623532,3aa6e6a3-bcf5-4c54-adc4-f47c944ea87c,Left Foot,Open Play,Off T,Normal,,,,,,,95.0,53.5,120.0,46.1,0.3
shot,25227f21-0145-4661-9fe8-6324d37f9bd0,794,1,00:24:26.909,24,26,54,Barcelona,From Free Kick,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.506356,,0.32757694,31a33cb5-bdd6-41dd-8561-e0d70011b5b9,Right Foot,Open Play,Goal,Normal,,,,True,,,107.7,33.8,120.0,42.8,1.7
shot,75ef314a-f0d5-4b43-8919-c85ee3f8b458,937,1,00:28:56.145,28,56,66,Barcelona,Regular Play,,Barcelona,Anderson Luís de Souza,Left Center Midfield,1.4366,,0.019743688,a99f5f1e-ae58-4152-b7b5-6c53ceb34508,Right Foot,Open Play,Goal,Normal,,,,,,,89.1,47.1,120.0,37.4,2.3
shot,9aab611b-4bfa-4b9b-baad-cd28be5c31f2,977,1,00:30:23.567,30,23,68,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,1.408582,,0.13008131,db5ad696-11f2-4951-bff5-27cf0e463ec8,Right Foot,Open Play,Off T,Volley,,,,,,,98.1,38.5,120.0,46.6,0.5
shot,7060d6c6-7824-48f6-9ab5-320d92050af4,1013,1,00:31:15.425,31,15,70,Barcelona,Regular Play,,Barcelona,"Samuel Eto""o Fils",Center Forward,0.154394,,0.35446426,,Right Foot,Open Play,Saved,Normal,,,,,,,108.1,47.6,112.1,45.8,0.6
shot,8a3abee9-e3a6-4ef2-9fbd-e7843c17c60e,1132,1,00:35:36.168,35,36,80,Málaga,From Free Kick,,Málaga,Sérgio Paulo Barbosa Valente,Left Wing,0.368481,,0.035006594,,Left Foot,Free Kick,Blocked,Normal,,,,,,,88.1,48.0,100.1,46.4,
shot,ebcef5e8-d5ee-494a-9e38-cecf4c7a1f95,1622,2,00:02:33.564,47,33,115,Barcelona,Regular Play,,Barcelona,Andrés Iniesta Luján,Right Wing,0.674309,True,0.15868805,a4bd784f-d5c8-40f2-a56a-1155a826fdb7,Right Foot,Open Play,Off T,Normal,,,,True,,,113.1,27.5,120.0,35.3,1.6
shot,27e619b6-e4b6-4190-8ead-9f7d641a1144,1895,2,00:11:28.929,56,28,130,Barcelona,From Free Kick,,Barcelona,Rafael Márquez Álvarez,Center Defensive Midfield,1.4771,,0.021736097,754419a7-3a77-4a67-9a21-ff316618ffa1,Right Foot,Open Play,Saved,Normal,,,,,,,89.1,43.4,118.9,43.5,0.4
shot,8701beff-27d6-4380-a7a1-539af851c02f,2407,2,00:25:43.087,70,43,160,Barcelona,From Throw In,,Barcelona,Andrés Iniesta Luján,Right Wing,1.1872,,0.015098267,d32c4d45-931c-4a26-970d-b62c44a20109,Left Foot,Open Play,Off T,Normal,,,,,,,94.9,56.1,120.0,36.8,5.3
