match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee
266498,2016-03-12,17:00:00.000,11,27,217,216,6,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",29,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1015, 'name': 'Pedro Jesús Pérez Montero', 'country': {'id': 214, 'name': 'Spain'}}"
266986,2016-04-30,20:30:00.000,11,27,218,217,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",36,"{'id': 1, 'name': 'Regular Season'}","{'id': 352, 'name': 'Estadio Benito Villamarín', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 180, 'name': 'Antonio Miguel Mateu Lahoz', 'country': {'id': 214, 'name': 'Spain'}}"
267533,2016-04-02,20:30:00.000,11,27,217,220,1,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",31,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}",
266310,2016-04-20,20:00:00.000,11,27,219,217,0,8,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 4658, 'name': 'Estadio Abanca-Riazor', 'country': {'id': 214, 'name': 'Spain'}}",
267576,2016-01-30,17:00:00.000,11,27,217,212,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",22,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 221, 'name': 'Alberto Undiano Mallenco', 'country': {'id': 214, 'name': 'Spain'}}"
266653,2016-03-03,22:00:00.000,11,27,360,217,1,5,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",27,"{'id': 1, 'name': 'Regular Season'}","{'id': 4640, 'name': 'Estadio de Vallecas', 'country': {'id': 214, 'name': 'Spain'}}",
265944,2016-04-23,20:30:00.000,11,27,217,1041,6,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",35,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1008, 'name': 'Carlos Clos Gómez', 'country': {'id': 214, 'name': 'Spain'}}"
265894,2016-01-23,17:00:00.000,11,27,223,217,1,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",21,"{'id': 1, 'name': 'Regular Season'}","{'id': 346, 'name': 'Estadio La Rosaleda', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1008, 'name': 'Carlos Clos Gómez', 'country': {'id': 214, 'name': 'Spain'}}"
265958,2016-05-08,17:00:00.000,11,27,217,214,5,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",37,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 183, 'name': 'Jesús Gil Manzano', 'country': {'id': 214, 'name': 'Spain'}}"
267611,2015-09-26,16:00:00.000,11,27,217,208,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}",
