match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,last_updated,metadata,match_week,competition_stage,stadium,referee
9592,2017-09-09,20:45:00.000,11,1,217,214,5,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2'}",3,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 183, 'name': 'Jesús Gil', 'country': {'id': 214, 'name': 'Spain'}}"
9870,2018-04-07,20:45:00.000,11,1,217,205,3,1,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",31,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 215, 'name': 'Ricardo De Burgos', 'country': {'id': 112, 'name': 'Italy'}}"
9783,2018-02-04,16:15:00.000,11,1,214,217,1,1,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",22,"{'id': 1, 'name': 'Regular Season'}","{'id': 351, 'name': 'RCDE Stadium', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 183, 'name': 'Jesús Gil', 'country': {'id': 214, 'name': 'Spain'}}"
9609,2017-09-19,22:00:00.000,11,1,217,322,6,1,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",5,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 208, 'name': 'Alejandro Hernández', 'country': {'id': 112, 'name': 'Italy'}}"
9700,2017-12-02,13:00:00.000,11,1,217,209,2,2,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 209, 'name': 'Mario Melero', 'country': {'id': 112, 'name': 'Italy'}}"
9860,2018-03-31,20:45:00.000,11,1,213,217,2,2,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",30,"{'id': 1, 'name': 'Regular Season'}","{'id': 349, 'name': 'Estadio Ramón Sánchez Pizjuán', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 211, 'name': 'José González', 'country': {'id': 112, 'name': 'Italy'}}"
9695,2017-11-26,20:45:00.000,11,1,207,217,1,1,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",13,"{'id': 1, 'name': 'Regular Season'}","{'id': 344, 'name': 'Estadio de Mestalla', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 218, 'name': 'Ignacio Iglesias', 'country': {'id': 112, 'name': 'Italy'}}"
9794,2018-02-11,16:15:00.000,11,1,217,216,0,0,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",23,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 222, 'name': 'David Fernández', 'country': {'id': 112, 'name': 'Italy'}}"
9717,2017-12-10,20:45:00.000,11,1,222,217,0,2,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",15,"{'id': 1, 'name': 'Regular Season'}","{'id': 361, 'name': 'Estadio de la Cerámica', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 215, 'name': 'Ricardo De Burgos', 'country': {'id': 112, 'name': 'Italy'}}"
9620,2017-09-23,20:45:00.000,11,1,211,217,0,3,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",6,"{'id': 1, 'name': 'Regular Season'}","{'id': 343, 'name': 'Estadi Municipal de Montilivi', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 220, 'name': 'José Sánchez', 'country': {'id': 112, 'name': 'Italy'}}"
9673,2017-11-04,20:45:00.000,11,1,217,213,2,1,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",11,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 211, 'name': 'José González', 'country': {'id': 112, 'name': 'Italy'}}"
9650,2017-10-21,20:45:00.000,11,1,217,223,2,0,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 219, 'name': 'Pablo González', 'country': {'id': 112, 'name': 'Italy'}}"
9799,2018-02-17,16:15:00.000,11,1,322,217,0,2,available,2020-07-29T05:00,"{'data_version': '1.0.2', 'shot_fidelity_version': '2'}",24,"{'id': 1, 'name': 'Regular Season'}","{'id': 347, 'name': 'Estadio Municipal de Ipurúa', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 208, 'name': 'Alejandro Hernández', 'country': {'id': 112, 'name': 'Italy'}}"
