match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,last_updated,metadata,match_week,competition_stage,stadium,referee
69225,2008-12-13,22:00:00.000,11,41,217,220,2,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",15,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1011, 'name': 'Luis Medina Cantalejo'}"
69212,2008-10-04,22:00:00.000,11,41,217,212,6,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1070, 'name': 'Iturralde '}"
69235,2008-11-01,20:00:00.000,11,41,223,217,1,4,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 346, 'name': 'Estadio La Rosaleda', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 407, 'name': 'Carlos Velasco Carballo', 'country': {'id': 214, 'name': 'Spain'}}"
69232,2008-10-25,22:00:00.000,11,41,217,403,5,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",8,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1007, 'name': 'Alfonso Perez Burrull'}"
69216,2009-03-07,20:00:00.000,11,41,217,215,2,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",26,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 221, 'name': 'Alberto Undiano', 'country': {'id': 112, 'name': 'Italy'}}"
69209,2009-02-01,17:00:00.000,11,41,1217,217,1,2,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",21,"{'id': 1, 'name': 'Regular Season'}","{'id': 4636, 'name': 'Campos de Sport de El Sardinero', 'country': {'id': 255, 'name': 'International'}}","{'id': 222, 'name': 'David Fernández', 'country': {'id': 112, 'name': 'Italy'}}"
69231,2009-02-08,19:00:00.000,11,41,217,1041,3,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",22,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1010, 'name': 'Antonio Rubinos Perez'}"
69217,2009-05-10,19:03:00.000,11,41,217,222,3,3,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",35,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1003, 'name': 'Fernando Teixeira'}"
69273,2009-04-04,20:00:00.000,11,41,901,217,0,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",29,"{'id': 1, 'name': 'Regular Season'}","{'id': 622, 'name': 'Estadio Municipal José Zorrilla', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1001, 'name': 'Miguel Pérez'}"
69223,2009-04-18,20:00:00.000,11,41,216,217,0,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",31,"{'id': 1, 'name': 'Regular Season'}","{'id': 354, 'name': 'Coliseum Alfonso Pérez', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1069, 'name': 'Turienzo '}"
