match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,last_updated,metadata,match_week,competition_stage,stadium,referee
267368,2014-04-05,18:00:00.000,11,25,217,218,3,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",32,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 453, 'name': 'Eduardo Prieto Iglesias', 'country': {'id': 214, 'name': 'Spain'}}"
70301,2013-09-14,20:00:00.000,11,25,217,213,3,2,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 997, 'name': 'César Muñiz'}"
70298,2013-09-01,21:00:00.000,11,25,207,217,2,3,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 1, 'name': 'Regular Season'}","{'id': 344, 'name': 'Estadio de Mestalla', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1016, 'name': 'José Teixeira'}"
70302,2013-09-21,20:00:00.000,11,25,360,217,0,4,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",5,"{'id': 1, 'name': 'Regular Season'}","{'id': 4640, 'name': 'Estadio de Vallecas', 'country': {'id': 255, 'name': 'International'}}","{'id': 1008, 'name': 'Clos Gómez'}"
70291,2014-01-26,21:00:00.000,11,25,217,223,3,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",21,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1008, 'name': 'Clos Gómez'}"
267138,2014-04-12,20:00:00.000,11,25,1049,217,1,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",33,"{'id': 1, 'name': 'Regular Season'}","{'id': 4667, 'name': 'Estadio Nuevo Los Cármenes', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1012, 'name': 'Carlos Delgado'}"
267520,2013-09-24,20:00:00.000,11,25,217,210,4,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 183, 'name': 'Jesús Gil', 'country': {'id': 214, 'name': 'Spain'}}"
70289,2014-04-27,21:00:00.000,11,25,222,217,2,3,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",35,"{'id': 1, 'name': 'Regular Season'}","{'id': 361, 'name': 'Estadio de la Cerámica', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 222, 'name': 'David Fernández', 'country': {'id': 112, 'name': 'Italy'}}"
266066,2014-03-02,21:00:00.000,11,25,217,403,4,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",26,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 223, 'name': 'Carlos Del Cerro', 'country': {'id': 112, 'name': 'Italy'}}"
267675,2014-02-09,21:00:00.000,11,25,213,217,1,4,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",23,"{'id': 1, 'name': 'Regular Season'}","{'id': 349, 'name': 'Estadio Ramón Sánchez Pizjuán', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1016, 'name': 'José Teixeira'}"
70288,2014-01-19,19:00:00.000,11,25,221,217,1,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",20,"{'id': 1, 'name': 'Regular Season'}","{'id': 350, 'name': 'Estadio Ciudad de Valencia', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 223, 'name': 'Carlos Del Cerro', 'country': {'id': 112, 'name': 'Italy'}}"
266074,2014-03-16,17:00:00.000,11,25,217,422,7,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",28,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1016, 'name': 'José Teixeira'}"
267567,2014-04-20,21:00:00.000,11,25,217,215,2,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 207, 'name': 'J. Martínez', 'country': {'id': 214, 'name': 'Spain'}}"
266201,2014-05-11,19:00:00.000,11,25,1042,217,0,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",37,"{'id': 1, 'name': 'Regular Season'}","{'id': 4665, 'name': 'Estadio Manuel Martínez Valero', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1003, 'name': 'Fernando Teixeira'}"
266274,2014-03-26,20:00:00.000,11,25,217,209,3,0,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",30,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1009, 'name': 'Miguel Ayza'}"
70293,2013-10-26,18:00:00.000,11,25,217,220,2,1,available,2020-07-29T05:00,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",10,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 221, 'name': 'Alberto Undiano', 'country': {'id': 112, 'name': 'Italy'}}"
