match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee
3773369,2021-03-15,21:00:00.000,11,90,217,902,4,1,available,available,2021-03-16T12:45:17.775814,2021-07-27T01:28:10.084649,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",27,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2559, 'name': 'Adrián Cordero Vega', 'country': {'id': 214, 'name': 'Spain'}}"
3773387,2021-05-11,22:00:00.000,11,90,221,217,3,3,available,available,2021-05-13T00:20:44.739341,2021-07-27T01:16:02.992919,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",36,"{'id': 1, 'name': 'Regular Season'}","{'id': 350, 'name': 'Estadio Ciudad de Valencia', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2609, 'name': 'José Luis Munuera Montero', 'country': {'id': 214, 'name': 'Spain'}}"
3773372,2021-05-08,16:15:00.000,11,90,217,212,0,0,available,available,2021-05-10T04:24:10.396826,2021-07-27T01:16:38.082497,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",35,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 180, 'name': 'Antonio Miguel Mateu Lahoz', 'country': {'id': 214, 'name': 'Spain'}}"
3773695,2021-05-02,21:00:00.000,11,90,207,217,2,3,available,available,2021-05-07T13:24:24.423335,2021-07-27T01:18:50.218008,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 344, 'name': 'Estadio de Mestalla', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2625, 'name': 'José María Sánchez Martínez', 'country': {'id': 214, 'name': 'Spain'}}"
3773586,2021-04-29,19:00:00.000,11,90,217,1049,1,2,available,available,2021-07-06T16:43:21.218,2021-07-27T01:19:41.897076,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",33,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2493, 'name': 'Pablo González Fuertes', 'country': {'id': 214, 'name': 'Spain'}}"
3773457,2021-05-16,18:30:00.000,11,90,217,209,1,2,available,available,2021-06-20T20:33:31.040,2021-07-27T01:13:55.759882,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",37,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}",
3773377,2020-12-19,16:15:00.000,11,90,217,207,2,2,available,available,2020-12-20T07:18:59.839572,2021-07-27T01:48:16.309028,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2608, 'name': 'Alejandro José Hernández Hernández', 'country': {'id': 214, 'name': 'Spain'}}"
3773656,2020-11-21,21:00:00.000,11,90,212,217,1,0,available,available,2020-11-24T06:29:13.401420,2021-07-27T01:54:30.111784,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",10,"{'id': 1, 'name': 'Regular Season'}","{'id': 4654, 'name': 'Estadio Wanda Metropolitano', 'country': {'id': 214, 'name': 'Spain'}}",
3773565,2021-01-09,18:30:00.000,11,90,1049,217,0,4,available,available,2021-01-22T23:08:43.905455,2021-07-27T01:41:40.037499,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",18,"{'id': 1, 'name': 'Regular Season'}","{'id': 4667, 'name': 'Estadio Nuevo Los Cármenes', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2602, 'name': 'Ricardo De Burgos Bengoetxea', 'country': {'id': 214, 'name': 'Spain'}}"
3773386,2020-10-31,21:00:00.000,11,90,206,217,1,1,available,available,2020-11-01T22:50:14.134910,2021-07-27T01:55:48.686235,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",8,"{'id': 1, 'name': 'Regular Season'}","{'id': 348, 'name': 'Estadio de Mendizorroza', 'country': {'id': 214, 'name': 'Spain'}}",
